#{"t_start": 1652661317.3871212, "env_id": "NovelGridworld-v0"}
r,l,t 
278,10,109.803565
219,10,109.822565
363,15,109.850564
360,16,109.885565
278,10,109.904565
219,10,109.923563
363,15,109.952564
360,16,109.986565
278,10,110.006565
216,11,110.028565
363,15,110.061564
357,17,110.093563
278,10,110.112565
363,15,110.141565
357,17,110.178564
360,16,110.208565
360,16,110.241565
216,11,110.264564
216,11,110.290564
219,10,110.313565
275,11,110.335564
222,9,110.355564
219,10,110.375564
360,16,110.410565
278,10,110.430564
275,11,110.451564
360,16,110.482564
357,17,110.520563
360,16,110.550564
275,11,110.577565
363,15,110.606564
281,9,110.625564
208,13,110.652564
216,11,110.677563
222,9,110.693564
353,19,110.730565
219,10,110.752565
278,10,110.772563
360,16,110.807564
360,16,110.841565
219,10,110.862565
219,10,110.881565
219,10,110.903564
278,10,110.922565
278,10,110.942564
281,9,110.958565
222,9,110.976175
360,16,111.009176
222,9,111.027176
360,16,111.061175
357,17,111.096175
357,17,111.127175
278,10,111.146175
363,15,111.179175
359,17,111.214175
281,9,111.233174
357,17,111.270175
275,11,111.291175
357,17,111.325175
363,15,111.355175
360,16,111.415175
278,10,111.435175
216,11,111.455175
216,11,111.477175
219,10,111.500175
222,9,111.520175
219,10,111.541174
363,15,111.571176
278,10,111.593175
216,11,111.613175
222,9,111.632175
216,11,111.654175
222,9,111.678175
275,11,111.698175
360,16,111.730176
281,9,111.752175
278,10,111.772175
278,10,111.792176
222,9,111.814175
278,10,111.834176
219,10,111.853175
360,16,111.883175
278,10,111.905175
275,11,111.927175
360,16,111.957175
281,9,111.976176
275,11,111.999176
360,16,112.034176
281,9,112.049175
219,10,112.073174
219,10,112.093176
-278,176,112.452174
363,15,112.482175
357,17,112.517174
281,9,112.535176
216,11,112.556175
281,9,112.575175
281,9,112.597175
360,16,112.627175
360,16,112.659175
222,9,112.682175
275,11,112.702175
278,10,112.721175
278,10,112.740175
219,10,112.763175
281,9,112.781176
357,17,112.813175
222,9,112.835175
360,16,112.869175
219,10,112.893175
363,15,112.929175
278,10,112.950175
219,10,112.969174
219,10,112.989174
360,16,113.019176
278,10,113.040175
275,11,113.064175
281,9,113.082176
363,15,113.111175
278,10,113.131175
275,11,113.155175
363,15,113.186175
222,9,113.200176
278,10,113.220175
357,17,113.256176
275,11,113.275175
360,16,113.304176
360,16,113.336175
357,17,113.369175
360,16,113.399175
216,11,113.423176
281,9,113.458176
360,16,113.489175
360,16,113.522174
219,10,113.541176
219,10,113.561175
222,9,113.579175
360,16,113.612175
281,9,113.630176
357,17,113.665175
278,10,113.687176
219,10,113.708175
281,9,113.723175
275,11,113.746177
357,17,113.781174
278,10,113.801175
275,11,113.822175
300,16,113.856175
357,17,113.891175
360,16,113.926174
357,17,113.958175
363,15,113.986176
363,15,114.018175
360,16,114.052176
275,11,114.074175
357,17,114.108175
278,10,114.128174
278,10,114.148175
278,10,114.167175
216,11,114.192176
219,10,114.212176
357,17,114.246175
360,16,114.280176
360,16,114.309175
219,10,114.329175
363,15,114.362175
360,16,114.393175
363,15,114.422177
278,10,114.446177
281,9,114.465176
278,10,114.486174
216,11,114.507175
281,9,114.529174
360,16,114.560175
219,10,114.581175
219,10,114.602175
222,9,114.625176
219,10,114.646175
219,10,114.667175
360,16,114.699174
357,17,114.735175
278,10,114.754175
222,9,114.772176
281,9,114.789175
219,10,114.808176
222,9,114.827175
363,15,114.859175
360,16,114.889175
275,11,114.913176
360,16,114.946175
357,17,114.977175
357,17,115.015175
300,16,115.045175
216,11,115.066176
360,16,115.096176
363,15,115.127175
278,10,115.146175
278,10,115.166175
219,10,115.189174
219,10,115.209175
360,16,115.238176
275,11,115.262175
222,9,115.280175
278,10,115.300175
360,16,115.333175
363,15,115.364176
360,16,115.395175
219,10,115.414175
219,10,115.433175
357,17,115.468176
278,10,115.505175
363,15,115.539175
278,10,115.559175
357,17,115.593175
363,15,115.627175
357,17,115.659175
219,10,115.679175
278,10,115.704175
219,10,115.724175
281,9,115.743174
216,11,115.765175
357,17,115.799176
278,10,115.818176
360,16,115.855175
219,10,115.875175
222,9,115.889175
281,9,115.908174
222,9,115.927175
281,9,115.947175
360,16,115.977269
275,11,115.996778
275,11,116.020778
281,9,116.039777
278,10,116.059778
359,17,116.094777
278,10,116.117779
278,10,116.13778
363,15,116.167778
219,10,116.190778
278,10,116.210778
222,9,116.225778
278,10,116.246778
219,10,116.266778
222,9,116.288779
219,10,116.308779
246,33,116.376778
219,10,116.395778
216,11,116.416778
360,16,116.449778
222,9,116.470778
357,17,116.502777
363,15,116.534779
363,15,116.564779
219,10,116.583778
222,9,116.603777
270,24,116.656349
216,11,116.678352
275,11,116.733356
219,10,116.760352
281,9,116.782351
281,9,116.804352
275,11,116.830352
216,11,116.857351
219,10,116.877349
278,10,116.89435
357,17,116.926351
275,11,116.945351
219,10,116.96835
222,9,116.986349
275,11,117.006351
219,10,117.02735
222,9,117.04535
219,10,117.066349
281,9,117.08335
278,10,117.103351
216,11,117.127351
219,10,117.14635
219,10,117.16535
216,11,117.18735
363,15,117.219351
360,16,117.24935
281,9,117.268351
360,16,117.302351
216,11,117.326051
222,9,117.34505
216,11,117.36805
219,10,117.38705
219,10,117.40605
281,9,117.42405
281,9,117.44205
281,9,117.46305
214,64,117.60705
222,9,117.62505
357,17,117.662048
222,9,117.68105
219,10,117.70405
222,9,117.723048
219,10,117.74305
216,11,117.76905
222,9,117.78705
219,10,117.811051
356,18,117.847048
216,11,117.87105
219,10,117.89105
360,16,117.920049
360,16,117.95705
219,10,117.97705
363,15,118.006049
360,16,118.03905
278,10,118.05905
278,10,118.07905
219,10,118.099048
216,11,118.123048
281,9,118.14105
278,10,118.16105
219,10,118.18105
357,17,118.21605
278,10,118.236049
278,10,118.25605
278,10,118.276049
357,17,118.31405
357,17,118.34505
222,9,118.36705
278,10,118.38805
222,9,118.40905
360,16,118.44405
357,17,118.48405
275,11,118.50505
278,10,118.525049
278,10,118.54705
278,10,118.56705
278,10,118.58705
216,11,118.611049
356,18,118.64805
278,10,118.66705
278,10,118.687048
275,11,118.71105
360,16,118.74505
219,10,118.76405
278,10,118.785048
357,17,118.81905
219,10,118.839051
360,16,118.873053
357,17,118.90805
219,10,118.92705
278,10,118.94605
278,10,118.969049
278,10,118.989049
281,9,119.00505
360,16,119.04205
216,11,119.06305
219,10,119.083048
360,16,119.11205
216,11,119.13605
275,11,119.157048
357,17,119.19305
363,15,119.225049
360,16,119.256051
219,10,119.276049
216,11,119.300049
363,15,119.32905
363,15,119.358048
360,16,119.39105
278,10,119.41005
216,11,119.43405
219,10,119.453051
219,10,119.47605
219,10,119.497051
297,17,119.52805
360,16,119.56105
219,10,119.58105
222,9,119.598049
357,17,119.630051
360,16,119.68305
219,10,119.703049
360,16,119.73705
278,10,119.75605
275,11,119.77705
360,16,119.809049
222,9,119.83105
278,10,119.851048
281,9,119.873049
219,10,119.89405
360,16,119.92505
219,10,119.945049
281,9,119.96305
278,10,119.98405
219,10,120.004048
357,17,120.03705
275,11,120.06205
363,15,120.09105
278,10,120.11105
222,9,120.12805
278,10,120.15205
216,11,120.17305
219,10,120.192049
278,10,120.212049
278,10,120.23505
360,16,120.26905
216,11,120.290051
363,15,120.32105
278,10,120.34205
219,10,120.361049
222,9,120.379049
360,16,120.41305
278,10,120.433049
363,15,120.462049
216,11,120.487049
219,10,120.506048
278,10,120.52605
351,21,120.57005
222,9,120.58905
360,16,120.621049
219,10,120.64005
359,17,120.678048
281,9,120.69305
281,9,120.71105
281,36,120.78205
363,15,120.81105
300,16,120.85005
363,15,120.881049
219,10,120.90205
219,10,120.92205
281,9,120.93705
222,9,120.956049
219,10,120.979691
222,9,120.997692
219,10,121.016689
360,16,121.051692
219,10,121.071692
360,16,121.101691
275,11,121.126691
360,16,121.159692
360,16,121.189691
222,9,121.208691
219,10,121.230691
363,15,121.26069
356,18,121.293691
357,17,121.331691
222,9,121.349692
281,9,121.365691
222,9,121.383689
222,9,121.404691
-538,302,122.025691
278,10,122.045691
357,17,122.084691
357,17,122.116691
216,11,122.137691
219,10,122.16069
216,11,122.183691
281,9,122.199691
216,11,122.223691
363,15,122.256691
278,10,122.276691
278,10,122.296691
222,9,122.311689
275,11,122.337691
281,9,122.353691
219,10,122.373691
281,9,122.391691
360,16,122.426691
222,9,122.444691
352,20,122.488691
275,11,122.509691
216,11,122.533689
360,16,122.563691
275,11,122.587691
360,16,122.61769
216,11,122.638691
278,10,122.660691
357,17,122.695691
360,16,122.724691
216,11,122.747691
278,10,122.768691
275,11,122.789691
360,16,122.822691
219,10,122.84569
360,16,122.876691
219,10,122.900691
281,9,122.919691
219,10,122.939692
357,17,122.972691
363,15,123.007691
360,16,123.03869
363,15,123.067691
216,11,123.091691
357,17,123.12569
275,11,123.145691
219,10,123.167691
275,11,123.187691
363,15,123.21769
216,11,123.23969
360,16,123.277691
357,17,123.308691
275,11,123.332691
222,9,123.350691
360,16,123.378691
275,11,123.397691
360,16,123.430691
222,9,123.443691
278,10,123.461691
219,10,123.480691
278,10,123.504691
219,10,123.524691
357,17,123.560691
360,16,123.593691
363,15,123.623691
281,9,123.642691
222,9,123.661691
357,17,123.696692
278,10,123.71569
281,9,123.73369
356,18,123.787691
216,11,123.811691
278,10,123.834691
360,16,123.866692
360,16,123.901689
275,11,123.925691
278,10,123.946691
222,9,123.965692
278,10,123.987691
275,11,124.009692
219,10,124.02869
219,10,124.048691
219,10,124.068692
281,9,124.091691
278,10,124.110691
278,10,124.130691
219,10,124.150691
360,16,124.183691
332,25,124.231691
275,11,124.255691
216,11,124.279692
219,10,124.299692
357,17,124.333691
278,10,124.353691
281,9,124.372691
360,16,124.402691
222,9,124.423691
222,9,124.442691
360,16,124.47269
216,11,124.493691
360,16,124.528691
216,11,124.549691
219,10,124.56869
281,9,124.587691
281,9,124.608691
275,11,124.629691
281,9,124.64969
216,11,124.670691
222,9,124.691691
219,10,124.711689
278,10,124.729691
278,10,124.749691
360,16,124.781691
219,10,124.801691
357,17,124.836691
216,11,124.860691
363,15,124.889691
281,9,124.908692
216,11,124.932691
360,16,124.961689
360,16,124.991689
275,11,125.014691
219,10,125.034691
360,16,125.067691
281,9,125.08569
360,16,125.120691
219,10,125.14069
216,11,125.162691
186,70,125.29969
219,10,125.320691
360,16,125.354691
357,17,125.385691
222,9,125.403691
356,18,125.442692
219,10,125.46069
216,11,125.481691
281,9,125.499691
363,15,125.531691
357,17,125.561691
281,9,125.57969
281,9,125.602691
278,10,125.62369
281,9,125.642691
360,16,125.672691
219,10,125.695691
292,18,125.728691
281,9,125.746691
360,16,125.781691
216,11,125.805691
360,16,125.853691
278,10,125.87269
219,10,125.893691
363,15,125.926691
219,10,125.946691
219,10,125.966691
363,15,125.996264
360,16,126.030262
222,9,126.049263
278,10,126.068263
278,10,126.088264
222,9,126.108263
222,9,126.123264
360,16,126.157264
281,9,126.172263
219,10,126.195263
309,33,126.260263
275,11,126.285264
281,9,126.304263
275,11,126.324264
281,9,126.344263
216,11,126.368263
278,10,126.387263
360,16,126.419264
360,16,126.456264
278,10,126.478264
278,10,126.498263
363,15,126.527263
278,10,126.550264
363,15,126.579264
278,10,126.598262
216,11,126.620846
219,10,126.641847
219,10,126.662847
363,15,126.691846
278,10,126.715847
356,18,126.748846
281,9,126.767846
222,9,126.788846
360,16,126.819845
289,37,126.896847
360,16,126.929847
278,10,126.950846
363,15,126.979847
219,10,126.999846
219,10,127.019846
278,10,127.042845
363,15,127.071847
300,16,127.105846
275,11,127.126847
222,9,127.144845
222,9,127.163846
281,9,127.182846
278,10,127.204846
219,10,127.224847
222,9,127.239846
219,10,127.261845
363,15,127.292846
222,9,127.311846
219,10,127.331846
281,9,127.350847
271,13,127.381845
360,16,127.412847
278,10,127.432846
281,9,127.452846
216,11,127.472847
357,17,127.504848
216,11,127.526847
219,10,127.549847
275,11,127.573846
216,11,127.593845
222,9,127.611847
219,10,127.634847
360,16,127.665846
278,10,127.685846
219,10,127.707845
278,10,127.726846
336,22,127.766847
278,10,127.788845
281,9,127.808846
281,9,127.827845
360,16,127.857847
219,10,127.894845
278,10,127.913847
275,11,127.939847
275,11,127.960846
281,9,127.978846
216,11,127.999847
363,15,128.031845
275,11,128.055847
363,15,128.083846
216,11,128.107846
222,9,128.127846
278,10,128.146847
216,11,128.167846
278,10,128.186846
219,10,128.210845
356,18,128.243846
360,16,128.277847
219,10,128.300846
219,10,128.320846
278,10,128.340846
219,10,128.359846
278,10,128.384845
363,15,128.413846
216,11,128.434846
211,12,128.461847
360,16,128.492847
216,11,128.517847
292,36,128.588845
281,9,128.607846
211,12,128.633847
216,11,128.654847
278,10,128.675845
222,9,128.693845
236,51,128.799847
278,10,128.819847
360,16,128.849847
222,9,128.867847
219,10,128.888845
222,9,128.907847
290,36,128.982845
278,10,129.002847
271,43,129.088846
216,11,129.108846
353,19,129.150845
331,23,129.192846
359,17,129.231847
328,24,129.278846
275,11,129.301846
363,15,129.330846
278,10,129.352849
360,16,129.390846
360,16,129.425848
219,10,129.447847
219,10,129.469846
281,9,129.487847
357,17,129.517846
353,19,129.555846
219,10,129.574846
360,16,129.603846
294,33,129.671846
222,9,129.689847
240,51,129.788846
222,9,129.811845
281,9,129.829847
278,10,129.849846
333,23,129.894846
282,45,130.002846
345,21,130.045847
319,27,130.098846
281,9,130.116847
260,42,130.198847
219,10,130.222845
293,37,130.294846
357,17,130.330846
219,10,130.351845
360,16,130.384846
275,11,130.406845
278,10,130.425847
222,9,130.443847
219,10,130.464845
360,16,130.499846
278,10,130.518847
357,17,130.557847
363,15,130.587846
357,17,130.618845
278,10,130.638846
297,17,130.671846
360,16,130.706846
222,9,130.724846
275,11,130.750846
207,13,130.774847
363,15,130.803845
360,16,130.836846
360,16,130.869846
359,17,130.904846
281,9,130.923847
356,18,130.957846
278,10,130.981433
360,16,131.016433
357,17,131.051432
222,9,131.070432
275,11,131.091433
275,11,131.111433
219,10,131.133433
219,10,131.153433
278,10,131.171433
219,10,131.191432
352,20,131.233433
242,17,131.269433
216,11,131.292433
363,15,131.325433
222,9,131.343432
363,15,131.370432
207,13,131.396433
278,10,131.416433
249,50,131.515433
285,36,131.584432
129,84,131.791434
278,10,131.815433
275,11,131.842432
195,68,131.975433
219,10,131.994431
219,10,132.030433
219,10,132.049433
219,10,132.072432
216,11,132.094432
281,9,132.111433
222,9,132.130432
349,21,132.173433
359,17,132.204433
281,9,132.226433
348,22,132.272434
348,20,132.310432
219,10,132.335061
290,39,132.40957
265,15,132.43857
310,29,132.498568
278,10,132.51857
219,10,132.537571
299,34,132.60657
281,9,132.62557
205,66,132.75957
356,18,132.798568
278,10,132.81857
278,10,132.841569
275,11,132.86357
356,18,132.89557
275,11,132.92357
281,9,132.93757
216,11,132.96157
317,27,133.01657
222,9,133.03557
353,19,133.07657
313,29,133.130569
219,10,133.15057
357,17,133.18957
219,10,133.210568
278,10,133.229571
216,11,133.25457
219,10,133.27557
355,19,133.31157
222,9,133.333569
219,10,133.354571
219,10,133.37357
363,15,133.40157
222,9,133.419571
278,10,133.43957
359,17,133.47257
275,11,133.49157
248,46,133.58157
222,9,133.601568
307,30,133.65657
360,16,133.689569
348,22,133.73257
357,17,133.76657
216,11,133.787569
216,11,133.80757
219,10,133.82657
355,19,133.86457
302,31,133.92657
357,17,133.96157
244,48,134.069571
275,11,134.095569
278,10,134.11557
349,19,134.14757
357,17,134.18457
219,10,134.204571
216,11,134.22557
278,10,134.24457
216,11,134.270569
222,9,134.289571
219,10,134.30857
222,9,134.32757
278,10,134.35057
305,31,134.410571
278,10,134.43257
356,18,134.46957
297,17,134.505572
278,10,134.52557
278,10,134.54457
356,18,134.58057
222,9,134.59957
222,9,134.61757
281,9,134.63557
216,11,134.65657
357,17,134.694571
278,10,134.71357
357,17,134.74557
219,10,134.76957
275,11,134.79057
216,11,134.810569
278,10,134.83157
307,33,134.90757
359,17,134.94257
353,19,134.97957
360,16,135.012571
222,9,135.03157
219,10,135.05257
313,29,135.112569
278,10,135.13157
278,10,135.15157
216,11,135.176568
219,10,135.196569
278,10,135.21657
357,17,135.25157
333,27,135.30657
357,17,135.33757
219,10,135.357569
278,10,135.37657
219,10,135.396571
281,9,135.41457
360,16,135.44857
222,9,135.46657
275,11,135.48757
356,18,135.52557
278,10,135.545571
360,16,135.57557
363,15,135.60857
360,16,135.63957
305,32,135.70557
278,10,135.72457
360,16,135.754571
302,32,135.817569
278,40,135.89857
360,16,135.93257
278,10,135.95357
352,20,135.991154
274,12,136.018154
363,15,136.047154
281,9,136.065155
275,11,136.104155
216,11,136.127155
363,15,136.158154
278,10,136.181154
281,9,136.200154
208,13,136.227154
278,10,136.246154
360,16,136.280155
281,9,136.299154
222,9,136.314155
363,15,136.343154
275,11,136.370154
281,9,136.386155
222,9,136.405154
219,10,136.425153
219,10,136.448153
360,16,136.479153
278,10,136.498154
275,11,136.526154
222,9,136.543153
219,10,136.563154
330,22,136.610154
360,16,136.640752
216,11,136.661753
278,10,136.680753
278,10,136.702753
356,18,136.739753
216,11,136.759754
222,9,136.782754
216,11,136.803754
357,17,136.834752
357,17,136.870753
360,16,136.900753
357,17,136.932753
360,16,136.969754
360,16,136.999753
216,11,137.024752
222,9,137.042753
278,10,137.062754
278,10,137.082753
219,10,137.105753
297,17,137.137753
278,10,137.158752
278,10,137.178753
360,16,137.212754
360,16,137.247753
219,10,137.269753
275,11,137.291754
216,11,137.312754
360,16,137.343753
360,16,137.377753
278,10,137.398755
278,10,137.420754
216,11,137.448754
275,11,137.468754
278,10,137.487755
353,19,137.523753
219,10,137.546753
278,10,137.567754
216,11,137.588755
278,10,137.611753
357,17,137.642753
278,10,137.661753
360,16,137.690753
281,9,137.710753
219,10,137.729753
275,11,137.749753
219,10,137.768753
216,11,137.794753
363,15,137.823753
219,10,137.844754
211,12,137.870754
275,11,137.891754
281,9,137.910753
357,17,137.941754
363,15,137.973754
275,11,137.997754
360,16,138.031754
360,16,138.061753
281,9,138.080754
216,11,138.101753
216,11,138.126754
219,10,138.163754
357,17,138.201754
278,10,138.221753
219,10,138.242754
285,39,138.322753
360,16,138.357753
222,9,138.377752
219,10,138.397754
278,10,138.418752
357,17,138.457753
278,10,138.479753
278,10,138.499754
278,10,138.520754
275,11,138.544754
216,11,138.566752
278,10,138.588753
281,9,138.607754
299,42,138.690753
219,10,138.716754
204,14,138.746754
219,10,138.767754
219,10,138.789753
281,9,138.808754
275,11,138.830753
360,16,138.861753
278,10,138.883754
357,17,138.918753
281,9,138.937754
281,9,138.952753
357,17,138.990753
207,13,139.015754
360,16,139.051754
219,10,139.072754
222,9,139.088754
216,11,139.112754
216,11,139.135753
216,11,139.156754
278,10,139.177753
222,9,139.194753
216,11,139.220754
363,15,139.250753
363,15,139.284753
360,16,139.314753
360,16,139.346754
216,11,139.370754
219,10,139.392753
278,10,139.411753
331,23,139.457753
275,11,139.479753
316,28,139.535753
363,15,139.568754
221,51,139.671754
363,15,139.701754
278,10,139.722753
357,17,139.757753
219,10,139.776754
219,10,139.799754
264,40,139.876753
216,11,139.901754
219,10,139.921754
357,17,139.952754
281,9,139.975754
278,10,139.995754
219,10,140.015754
360,16,140.050754
222,9,140.069753
278,10,140.090753
219,10,140.110753
219,10,140.130754
275,11,140.152753
219,10,140.171752
278,10,140.190754
357,17,140.243753
278,10,140.264754
275,11,140.286753
222,9,140.307753
222,9,140.325752
281,9,140.344754
360,16,140.380753
360,16,140.416754
222,9,140.433753
281,9,140.452753
360,16,140.485753
216,11,140.508754
281,9,140.522753
281,9,140.540754
357,17,140.577753
357,17,140.609754
281,9,140.627754
275,11,140.650753
219,10,140.670753
356,18,140.706754
363,15,140.739753
360,16,140.769753
219,10,140.789753
360,16,140.822752
363,15,140.852754
216,11,140.873753
222,9,140.892753
357,17,140.927753
222,9,140.946754
360,16,140.977328
216,11,141.003332
281,9,141.018333
360,16,141.054332
281,9,141.069332
275,11,141.093332
317,27,141.148332
216,11,141.169332
360,16,141.199331
219,10,141.221332
216,11,141.246336
363,15,141.279333
222,9,141.298332
216,11,141.323333
360,16,141.352332
278,10,141.372332
278,10,141.396332
363,15,141.426333
222,9,141.444332
356,18,141.480333
216,11,141.501333
197,14,141.530333
275,11,141.550333
281,9,141.573332
275,11,141.594332
222,9,141.614333
278,10,141.637332
219,10,141.657332
360,16,141.687332
219,10,141.706332
219,10,141.729332
360,16,141.762332
363,15,141.792332
356,18,141.828332
278,10,141.848332
219,10,141.867332
219,10,141.888333
278,10,141.910332
222,9,141.929333
219,10,141.949332
360,16,141.983333
360,16,142.013333
357,17,142.051332
219,10,142.071332
360,16,142.101332
278,10,142.120332
288,19,142.160332
222,9,142.179332
278,10,142.199332
275,11,142.223331
360,16,142.255332
275,11,142.276332
281,9,142.313333
360,16,142.345332
219,10,142.365332
219,10,142.385332
363,15,142.417332
222,9,142.435332
278,10,142.455332
216,11,142.480332
275,11,142.501333
275,11,142.525332
363,15,142.558333
300,32,142.619333
363,15,142.653332
278,10,142.673332
351,19,142.712332
274,12,142.738332
222,9,142.757331
363,15,142.786331
363,15,142.817332
360,16,142.847332
363,15,142.876331
207,13,142.906332
281,9,142.923332
219,10,142.943332
278,10,142.963332
219,10,142.986332
219,10,143.006332
219,10,143.026332
219,10,143.050332
275,11,143.071332
216,11,143.092333
357,17,143.124332
216,11,143.152332
303,15,143.181332
356,18,143.213333
360,16,143.245331
207,13,143.272332
222,9,143.290332
219,10,143.313332
278,10,143.333332
363,15,143.363332
387,21,143.405331
363,15,143.435332
363,15,143.463333
216,11,143.486332
360,16,143.516332
263,46,143.610331
275,11,143.632332
360,16,143.665333
278,10,143.685333
278,10,143.704333
275,11,143.728331
357,17,143.763333
360,16,143.793332
360,16,143.826332
281,9,143.845332
219,10,143.864332
357,17,143.894332
359,17,143.931331
363,15,143.959332
360,16,143.993332
222,9,144.013332
219,10,144.032332
281,9,144.050332
275,11,144.074332
357,17,144.106333
281,9,144.124331
286,41,144.203332
281,9,144.222333
216,11,144.244332
216,11,144.266332
357,17,144.304332
281,9,144.321333
363,15,144.367332
281,9,144.386332
357,17,144.424332
222,9,144.440332
222,9,144.459332
222,9,144.480333
216,11,144.502332
219,10,144.521333
360,16,144.552332
360,16,144.589332
360,16,144.621333
222,9,144.644332
216,11,144.666332
219,10,144.685332
275,11,144.709331
219,10,144.729922
357,17,144.765922
275,11,144.789921
275,11,144.810922
281,9,144.832922
363,15,144.860922
363,15,144.889921
360,16,144.922922
219,10,144.941921
278,10,144.961922
222,9,144.983921
363,15,145.014922
222,9,145.029922
357,17,145.067922
360,16,145.09892
267,13,145.124922
219,10,145.149921
357,17,145.181922
360,16,145.212922
363,15,145.244921
278,10,145.264922
357,17,145.298922
216,11,145.320922
216,11,145.341922
360,16,145.371921
219,10,145.39392
222,9,145.412922
281,9,145.430921
219,10,145.45092
222,9,145.468921
357,17,145.501922
278,10,145.520922
216,11,145.54192
360,16,145.576922
360,16,145.611922
360,16,145.641921
360,16,145.674922
215,58,145.790506
275,11,145.810506
204,57,145.932506
281,9,145.951506
278,10,145.970587
219,10,145.991098
333,23,146.035098
216,11,146.059098
281,9,146.077096
222,9,146.093096
275,11,146.118097
300,16,146.151098
277,39,146.228097
310,30,146.287097
360,16,146.321098
360,16,146.352098
363,15,146.382098
360,16,146.430097
275,11,146.451097
278,10,146.471098
352,18,146.509098
357,17,146.541097
222,9,146.563097
281,9,146.582098
219,10,146.601098
363,15,146.631689
281,9,146.652689
278,10,146.673691
356,18,146.762691
219,10,146.786689
222,9,146.80569
275,11,146.82969
281,9,146.84669
222,9,146.864689
357,17,146.893689
278,10,146.915689
360,16,146.947688
357,17,146.977689
278,10,146.99869
219,10,147.018689
275,11,147.038689
357,17,147.074688
353,19,147.108688
278,10,147.129689
357,17,147.167689
219,10,147.187689
275,11,147.208688
281,9,147.229689
360,16,147.260689
360,16,147.292689
360,16,147.325689
243,19,147.364328
360,16,147.398327
216,11,147.422328
275,11,147.443327
363,15,147.476327
278,10,147.496328
363,15,147.525328
219,10,147.544327
356,18,147.580327
222,9,147.599328
222,9,147.619327
363,15,147.653327
278,10,147.672326
222,9,147.691327
278,10,147.712327
278,10,147.736327
275,11,147.758327
281,9,147.776327
387,21,147.819327
222,9,147.838327
278,10,147.857327
275,11,147.878327
222,9,147.899326
356,18,147.933327
356,18,147.968327
278,10,147.990326
304,35,148.059327
219,10,148.079328
360,16,148.108328
222,9,148.128328
219,10,148.153327
363,15,148.181327
275,11,148.200326
275,11,148.220326
219,10,148.242327
281,9,148.261327
275,11,148.283327
278,10,148.306326
286,43,148.394327
278,10,148.415326
281,9,148.433327
363,15,148.462328
222,9,148.483327
219,10,148.521328
360,16,148.551327
275,11,148.575328
219,10,148.596327
281,9,148.613327
360,16,148.646327
222,9,148.665327
300,16,148.695328
360,16,148.730328
281,9,148.749328
360,16,148.782327
278,10,148.802328
363,15,148.834327
278,10,148.854327
219,10,148.874326
360,16,148.903327
357,17,148.939327
216,11,148.961327
219,10,148.983328
222,9,149.003327
275,11,149.024328
363,15,149.056328
219,10,149.075326
219,10,149.095326
278,10,149.114328
219,10,149.134327
275,11,149.158327
219,10,149.177327
363,15,149.206326
357,17,149.245327
216,11,149.267328
219,10,149.286328
363,15,149.318327
278,10,149.338327
275,11,149.359327
278,10,149.378327
357,17,149.413327
360,16,149.445327
360,16,149.475328
281,9,149.497328
278,10,149.517327
216,11,149.539327
216,11,149.560328
278,10,149.583326
363,15,149.613326
275,11,149.634327
360,16,149.670328
216,11,149.695327
360,16,149.726327
353,19,149.769327
219,10,149.789327
278,10,149.810327
222,9,149.829328
275,11,149.853328
360,16,149.884327
278,10,149.903326
222,9,149.925327
219,10,149.945326
219,10,149.966327
281,9,149.981327
222,9,150.002328
222,9,150.021328
363,15,150.053327
278,10,150.072326
275,11,150.092327
222,9,150.111327
357,17,150.145328
360,16,150.179328
222,9,150.195328
219,10,150.215326
216,11,150.243327
275,11,150.265327
278,10,150.285328
363,15,150.318327
207,13,150.343328
219,10,150.363326
355,17,150.401329
222,9,150.418327
357,17,150.449327
275,11,150.470328
363,15,150.502327
216,11,150.524327
281,9,150.543327
216,11,150.583327
278,10,150.602328
216,11,150.625327
278,10,150.645327
281,9,150.663327
275,11,150.687327
207,13,150.711326
308,33,150.779929
219,10,150.79993
216,11,150.824928
363,15,150.854929
278,10,150.873929
360,16,150.903929
278,10,150.927928
353,19,150.964929
278,10,150.985528
222,9,151.007528
363,15,151.03653
357,17,151.07153
357,17,151.10653
357,17,151.13753
219,10,151.16153
278,10,151.18153
363,15,151.210528
216,11,151.234528
281,9,151.252531
275,11,151.275529
281,9,151.293528
357,17,151.32953
278,10,151.348529
281,9,151.367529
281,9,151.386529
360,16,151.42053
336,21,151.45953
360,16,151.49553
222,9,151.51253
363,15,151.542528
216,11,151.573529
356,18,151.610528
360,16,151.64553
216,11,151.67153
275,11,151.69153
360,16,151.72153
216,11,151.742529
360,16,151.778528
357,17,151.81353
219,10,151.83653
360,16,151.86553
156,75,152.01753
360,16,152.050529
360,16,152.08153
360,16,152.11453
281,9,152.12853
360,16,152.16453
278,10,152.183529
278,10,152.20253
219,10,152.22553
219,10,152.24653
278,10,152.266529
275,11,152.287529
353,19,152.32953
360,16,152.359529
216,11,152.381529
222,9,152.40353
219,10,152.42253
278,10,152.442529
360,16,152.474529
360,16,152.50753
216,11,152.528529
278,10,152.548529
363,15,152.58253
281,9,152.601528
363,15,152.64753
281,9,152.669531
281,9,152.688529
363,15,152.71853
219,10,152.741529
278,10,152.76253
363,15,152.793528
219,10,152.81353
222,9,152.835528
275,11,152.85753
278,10,152.87653
281,9,152.89653
281,9,152.91453
275,11,152.93853
219,10,152.958528
278,10,152.978529
275,11,153.00253
163,74,153.15253
