#{"t_start": 1652661317.3871212, "env_id": "NovelGridworld-v0"}
r,l,t 
281,9,247.739671
222,9,247.75967
216,11,247.780671
219,10,247.803671
360,16,247.833671
219,10,247.852672
216,11,247.876671
278,10,247.896671
363,15,247.924671
222,9,247.943671
360,16,247.977671
360,16,248.00967
278,10,248.029671
281,9,248.05267
357,17,248.08767
278,10,248.107671
216,11,248.127671
360,16,248.161671
281,9,248.18067
275,11,248.20167
222,9,248.22267
360,16,248.252671
281,9,248.270672
222,9,248.291671
281,9,248.306669
357,17,248.340671
278,10,248.36067
222,9,248.381671
275,11,248.40167
360,16,248.43167
360,16,248.465671
275,11,248.48567
275,11,248.510672
281,9,248.525671
219,10,248.54667
219,10,248.566671
222,9,248.58467
357,17,248.616671
360,16,248.668671
219,10,248.68767
357,17,248.722671
222,9,248.74067
360,16,248.77167
281,9,248.793671
278,10,248.814671
219,10,248.834671
363,15,248.863671
278,10,248.887671
275,11,248.909669
363,15,248.939669
357,17,248.977671
222,9,248.993671
363,15,249.023671
278,10,249.04267
360,16,249.078672
219,10,249.09867
360,16,249.13167
219,10,249.152671
357,17,249.184669
222,9,249.203671
357,17,249.239671
360,16,249.273671
275,11,249.299671
363,15,249.329671
278,10,249.349671
216,11,249.373669
219,10,249.395671
216,11,249.41667
357,17,249.450669
363,15,249.48267
219,10,249.502671
360,16,249.534671
357,17,249.568671
222,9,249.587672
363,15,249.616671
360,16,249.65067
219,10,249.669671
278,10,249.689671
275,11,249.71067
360,16,249.74767
219,10,249.767669
275,11,249.787669
222,9,249.809671
219,10,249.830671
281,9,249.845671
222,9,249.864671
275,11,249.888671
281,9,249.906671
219,10,249.92767
219,10,249.94767
219,10,249.969671
275,11,249.99067
357,17,250.02767
222,9,250.04567
216,11,250.069671
363,15,250.098671
278,10,250.11867
222,9,250.136671
219,10,250.159671
281,9,250.175669
363,15,250.204671
216,11,250.23267
357,17,250.264671
281,9,250.285671
360,16,250.31667
222,9,250.334671
281,9,250.352671
219,10,250.375671
219,10,250.39467
222,9,250.410671
278,10,250.43067
222,9,250.44867
278,10,250.47167
357,17,250.505671
357,17,250.54067
278,10,250.560671
219,10,250.580671
219,10,250.60067
275,11,250.620672
281,9,250.642671
275,11,250.663671
278,10,250.683671
281,9,250.722672
278,10,250.744671
363,15,250.773671
357,17,250.811671
363,15,250.84667
357,17,250.886671
219,10,250.90667
275,11,250.927671
219,10,250.94667
278,10,250.96667
357,17,251.000305
219,10,251.020306
219,10,251.040305
219,10,251.063305
278,10,251.082305
278,10,251.101305
219,10,251.121305
357,17,251.159305
222,9,251.178306
216,11,251.199306
357,17,251.235305
219,10,251.255306
278,10,251.275305
360,16,251.309305
219,10,251.328305
216,11,251.353307
278,10,251.376304
278,10,251.397305
357,17,251.428305
360,16,251.463304
360,16,251.494305
363,15,251.523305
278,10,251.543305
275,11,251.569305
363,15,251.600305
278,10,251.619306
363,15,251.652304
222,9,251.669305
360,16,251.709306
278,10,251.744306
357,17,251.780305
363,15,251.812305
360,16,251.839305
222,9,251.856304
219,10,251.876305
222,9,251.897305
363,15,251.926305
360,16,251.959305
360,16,251.992304
281,9,252.012305
278,10,252.031304
360,16,252.061305
219,10,252.084306
363,15,252.113306
278,10,252.134305
363,15,252.166305
363,15,252.195304
222,9,252.214304
357,17,252.249305
219,10,252.269305
219,10,252.292305
363,15,252.323305
357,17,252.359305
357,17,252.393305
360,16,252.423506
360,16,252.455507
357,17,252.489507
219,10,252.508507
278,10,252.528508
278,10,252.551507
222,9,252.570507
219,10,252.590507
360,16,252.620507
357,17,252.653507
363,15,252.682507
278,10,252.701506
275,11,252.728507
278,10,252.748087
278,10,252.767086
278,10,252.809086
278,10,252.830087
363,15,252.860087
219,10,252.881087
219,10,252.903087
219,10,252.924087
219,10,252.944087
363,15,252.973087
360,16,253.007087
363,15,253.037087
219,10,253.056085
219,10,253.081089
360,16,253.112087
219,10,253.132087
222,9,253.153087
278,10,253.172086
290,34,253.240087
216,11,253.263086
278,10,253.284087
216,11,253.307086
222,9,253.326087
278,10,253.346087
219,10,253.365086
363,15,253.397087
363,15,253.429087
363,15,253.459085
219,10,253.482087
360,16,253.513088
281,9,253.532087
216,11,253.557085
363,15,253.587088
363,15,253.617086
360,16,253.651087
363,15,253.680086
281,9,253.698087
357,17,253.732086
278,10,253.7517
281,9,253.770699
216,11,253.791699
219,10,253.814698
357,17,253.851699
278,10,253.872699
219,10,253.892699
357,17,253.927699
216,11,253.9487
219,10,253.968699
360,16,254.002699
360,16,254.033698
360,16,254.0627
219,10,254.086699
357,17,254.1197
281,9,254.137699
360,16,254.170699
360,16,254.204699
357,17,254.2367
222,9,254.257699
275,11,254.278699
278,10,254.300699
363,15,254.330699
281,9,254.349699
275,11,254.370699
297,17,254.407698
216,11,254.432699
219,10,254.451699
363,15,254.484699
219,10,254.5047
357,17,254.536699
281,9,254.5547
201,63,254.6807
278,10,254.699699
222,9,254.717699
357,17,254.7547
219,10,254.773699
219,10,254.791699
278,10,254.810699
360,16,254.841698
297,17,254.893698
281,9,254.914699
278,10,254.933699
275,11,254.954699
275,11,254.975699
363,15,255.006699
360,16,255.040699
219,10,255.059699
281,9,255.078699
278,10,255.098699
300,16,255.130699
360,16,255.162698
219,10,255.182699
219,10,255.202699
363,15,255.231699
281,9,255.251698
278,10,255.270699
216,11,255.291698
216,11,255.315699
219,10,255.335699
360,16,255.365699
208,13,255.391699
222,9,255.414699
275,11,255.435699
222,9,255.453698
219,10,255.476699
278,10,255.497698
278,10,255.516699
281,9,255.532698
275,11,255.557699
278,10,255.579698
219,10,255.599699
278,10,255.619699
219,10,255.640698
216,11,255.664699
360,16,255.694699
275,11,255.7147
281,9,255.7337
363,15,255.767698
363,15,255.797699
360,16,255.831699
278,10,255.851699
216,11,255.871698
356,18,255.9117
219,10,255.930699
360,16,255.9607
222,9,255.979265
281,9,256.001264
360,16,256.032264
357,17,256.064263
357,17,256.103266
360,16,256.134264
360,16,256.168264
219,10,256.187264
281,9,256.205264
219,10,256.227264
363,15,256.260264
360,16,256.294265
360,16,256.332264
222,9,256.353264
219,10,256.373264
278,10,256.393263
222,9,256.414264
219,10,256.433264
222,9,256.452264
219,10,256.471264
281,9,256.493264
219,10,256.512264
219,10,256.531266
281,9,256.547265
278,10,256.566265
357,17,256.606264
219,10,256.625863
219,10,256.643865
360,16,256.677865
363,15,256.705865
278,10,256.724865
222,9,256.746865
219,10,256.765865
357,17,256.796864
219,10,256.815863
275,11,256.839865
278,10,256.859863
278,10,256.878865
278,10,256.899865
360,16,256.954865
219,10,256.974865
219,10,256.997865
281,9,257.012866
357,17,257.047865
281,9,257.066864
278,10,257.088865
219,10,257.108864
222,9,257.123865
357,17,257.158864
281,9,257.180865
278,10,257.200865
278,10,257.220865
222,9,257.235865
216,11,257.262865
219,10,257.283865
219,10,257.301864
219,10,257.325866
275,11,257.347865
222,9,257.366865
360,16,257.396865
214,11,257.420865
278,10,257.440863
219,10,257.459865
219,10,257.482865
357,17,257.512865
278,10,257.531865
219,10,257.551865
357,17,257.588865
216,11,257.610866
357,17,257.643865
216,11,257.671865
281,9,257.687865
278,10,257.707865
219,10,257.726864
219,10,257.749866
216,11,257.774864
278,10,257.795865
219,10,257.815865
363,15,257.848865
363,15,257.878865
219,10,257.898865
219,10,257.920865
278,10,257.940863
219,10,257.961865
357,17,257.994866
357,17,258.029866
219,10,258.049865
360,16,258.084866
357,17,258.119865
278,10,258.139865
275,11,258.160866
278,10,258.183865
219,10,258.203865
360,16,258.236866
278,10,258.255865
360,16,258.291865
219,10,258.312865
278,10,258.332865
357,17,258.365865
360,16,258.396864
216,11,258.422865
360,16,258.456865
222,9,258.472865
360,16,258.508865
219,10,258.528866
357,17,258.560865
363,15,258.593865
278,10,258.612865
360,16,258.642864
219,10,258.666865
278,10,258.686865
325,30,258.745865
222,9,258.764421
278,10,258.783419
219,10,258.802419
219,10,258.82542
363,15,258.854421
216,11,258.874419
281,9,258.89342
216,11,258.918419
219,10,258.93842
222,9,258.956419
219,10,258.97642
278,10,259.01742
278,10,259.03642
360,16,259.066419
222,9,259.089419
363,15,259.118419
363,15,259.147418
216,11,259.171419
278,10,259.19142
219,10,259.21242
216,11,259.234418
219,10,259.256419
219,10,259.276419
278,10,259.29642
357,17,259.333419
363,15,259.363419
216,11,259.384419
363,15,259.41742
216,11,259.440418
281,9,259.459419
363,15,259.491419
357,17,259.524419
360,16,259.558419
216,11,259.58342
219,10,259.60342
360,16,259.632419
357,17,259.668418
360,16,259.701419
363,15,259.731419
303,36,259.80342
219,10,259.822419
363,15,259.85442
360,16,259.88542
219,10,259.907418
281,9,259.926419
222,9,259.945419
281,9,259.960419
219,10,259.98042
360,16,260.016419
357,17,260.04742
360,16,260.07742
219,10,260.10042
357,17,260.13442
363,15,260.164419
216,11,260.187419
219,10,260.20742
219,10,260.227419
219,10,260.250419
278,10,260.27142
278,10,260.292419
278,10,260.312421
222,9,260.333419
222,9,260.348418
360,16,260.38242
278,10,260.402419
275,11,260.42642
281,9,260.446419
216,11,260.469419
278,10,260.49242
360,16,260.52242
216,11,260.543419
219,10,260.56342
219,10,260.58642
363,15,260.615419
219,10,260.63442
278,10,260.654419
219,10,260.678419
360,16,260.70842
360,16,260.74242
278,10,260.76542
357,17,260.796419
278,10,260.815419
281,9,260.836419
363,15,260.86442
219,10,260.884419
363,15,260.91542
360,16,260.948419
219,10,260.967419
275,11,260.989044
275,11,261.013043
275,11,261.038043
360,16,261.093043
360,16,261.124044
281,9,261.143043
275,11,261.163044
360,16,261.196044
278,10,261.215044
222,9,261.234044
216,11,261.258044
360,16,261.289042
219,10,261.310043
360,16,261.348043
219,10,261.368043
278,10,261.388043
357,17,261.425043
222,9,261.445044
275,11,261.468044
297,17,261.503044
278,10,261.524044
360,16,261.559044
363,15,261.593044
360,16,261.624044
219,10,261.643044
360,16,261.678044
222,9,261.698042
219,10,261.718044
219,10,261.739043
240,45,261.832042
281,9,261.856049
278,10,261.880044
278,10,261.903044
360,16,261.941043
360,16,261.970044
360,16,262.002043
275,11,262.023044
222,9,262.040043
357,17,262.075043
357,17,262.110044
357,17,262.141043
219,10,262.161044
216,11,262.189043
278,10,262.209044
357,17,262.241043
281,9,262.261044
275,11,262.283044
360,16,262.313043
219,10,262.338044
357,17,262.373043
278,10,262.393045
360,16,262.428044
360,16,262.458044
219,10,262.479044
222,9,262.501044
363,15,262.530044
330,24,262.576044
278,10,262.599042
278,10,262.619044
222,9,262.634044
360,16,262.667043
278,10,262.690042
355,17,262.721044
360,16,262.750626
357,17,262.788626
360,16,262.819627
278,10,262.840626
240,54,262.949626
216,11,262.969626
360,16,262.999626
278,10,263.022626
278,10,263.042626
216,11,263.062626
360,16,263.093626
219,10,263.116626
278,10,263.158626
363,15,263.191624
222,9,263.210626
219,10,263.230626
278,10,263.250625
219,10,263.274626
360,16,263.303626
278,10,263.326625
360,16,263.362626
222,9,263.379627
219,10,263.399626
360,16,263.435626
219,10,263.456625
357,17,263.488626
360,16,263.522627
222,9,263.541626
275,11,263.561626
360,16,263.598626
275,11,263.621626
278,10,263.641626
219,10,263.662627
219,10,263.685626
278,10,263.704626
219,10,263.723626
219,10,263.743626
278,10,263.767626
357,17,263.799626
216,11,263.819626
278,10,263.839626
357,17,263.876626
281,9,263.891624
216,11,263.916626
222,9,263.934626
275,11,263.959626
360,16,263.990627
216,11,264.012626
219,10,264.035626
363,15,264.066625
357,17,264.101626
360,16,264.135626
281,9,264.150625
357,17,264.184627
363,15,264.216626
216,11,264.238626
363,15,264.269626
222,9,264.288626
216,11,264.309626
219,10,264.333625
278,10,264.353625
216,11,264.375625
278,10,264.395625
360,16,264.430626
219,10,264.451626
363,15,264.479625
278,10,264.502626
360,16,264.537626
219,10,264.557626
278,10,264.576625
216,11,264.602627
275,11,264.623624
275,11,264.644627
360,16,264.674626
219,10,264.698625
222,9,264.718626
219,10,264.738625
363,15,264.771626
281,9,264.790626
222,9,264.808626
216,11,264.828627
281,9,264.849626
292,34,264.913625
357,17,264.947625
275,11,264.967627
355,17,264.999626
275,11,265.022626
360,16,265.051626
363,15,265.081626
360,16,265.114626
360,16,265.144626
216,11,265.170626
363,15,265.223628
360,16,265.254626
219,10,265.277626
357,17,265.308625
360,16,265.341627
270,40,265.416626
311,29,265.478625
270,12,265.504627
219,10,265.527626
326,30,265.592626
222,9,265.607626
219,10,265.627625
363,15,265.657625
275,11,265.681625
357,17,265.716626
360,16,265.746626
363,15,265.780625
275,11,265.801627
275,11,265.826627
219,10,265.845625
219,10,265.868625
216,11,265.890626
357,17,265.922626
310,29,265.981216
357,17,266.013216
219,10,266.036216
219,10,266.055216
278,10,266.075216
319,28,266.135215
337,25,266.184216
281,9,266.206216
357,17,266.238215
281,9,266.257217
281,9,266.278216
281,9,266.298216
222,9,266.314216
278,10,266.336216
278,10,266.356216
278,10,266.376217
278,10,266.395217
219,10,266.414217
357,17,266.452216
351,19,266.489216
360,16,266.522216
281,9,266.540216
363,15,266.571216
275,11,266.592215
360,16,266.62682
278,10,266.64682
363,15,266.677819
360,16,266.731821
357,17,266.774822
357,17,266.80982
278,10,266.829821
278,10,266.85382
278,10,266.87282
360,16,266.90082
357,17,266.93382
363,15,266.964819
281,9,266.978819
219,10,266.99782
278,10,267.01882
357,17,267.05182
222,9,267.06982
275,11,267.089819
219,10,267.112819
357,17,267.143819
275,11,267.16782
216,11,267.197819
278,10,267.21682
349,19,267.25082
281,9,267.268821
207,13,267.32382
281,9,267.34882
207,13,267.37582
278,10,267.39682
278,10,267.415434
219,10,267.437433
363,15,267.466435
360,16,267.496435
357,17,267.535435
360,16,267.564434
357,17,267.599435
357,17,267.635434
281,9,267.653435
275,11,267.674434
357,17,267.709435
357,17,267.746434
360,16,267.779435
275,11,267.800435
360,16,267.831434
275,11,267.851433
278,10,267.874434
360,16,267.909434
360,16,267.943433
191,16,267.974436
357,17,268.004435
278,10,268.024434
222,9,268.046434
222,9,268.064434
222,9,268.083434
278,10,268.104435
363,15,268.136435
281,9,268.157434
219,10,268.177435
281,9,268.192435
278,10,268.215435
360,16,268.249433
278,10,268.270434
278,10,268.294435
278,10,268.314435
360,16,268.347435
278,10,268.367435
219,10,268.386435
219,10,268.405435
357,17,268.440435
219,10,268.460435
219,10,268.479434
222,9,268.496434
219,10,268.519435
360,16,268.550435
207,13,268.577435
219,10,268.596434
281,9,268.618434
219,10,268.638434
219,10,268.658433
219,10,268.678435
360,16,268.713434
219,10,268.732434
219,10,268.753434
376,23,268.798434
357,17,268.832435
281,9,268.851435
222,9,268.869435
363,15,268.899434
219,10,268.919435
222,9,268.938435
360,16,268.972434
275,11,268.997434
278,10,269.016435
360,16,269.048435
281,9,269.065434
360,16,269.095434
360,16,269.128434
219,10,269.148435
357,17,269.180433
275,11,269.208433
278,10,269.229434
281,9,269.244435
219,10,269.265435
281,9,269.284434
360,16,269.317434
363,15,269.350435
219,10,269.392434
281,9,269.411435
363,15,269.443433
222,9,269.461435
219,10,269.484435
357,17,269.517433
363,15,269.549435
281,9,269.567433
357,17,269.602434
219,10,269.625435
275,11,269.646435
219,10,269.666434
357,17,269.698435
281,9,269.720434
281,9,269.739435
275,11,269.759433
357,17,269.795435
278,10,269.815435
363,15,269.846435
222,9,269.868435
219,10,269.889434
278,10,269.909435
357,17,269.944434
219,10,269.967433
360,16,269.997434
360,16,270.027435
219,10,270.049434
281,9,270.069435
219,10,270.089435
275,11,270.110435
330,28,270.169435
219,10,270.190434
278,10,270.213434
219,10,270.234435
360,16,270.266434
219,10,270.286435
278,10,270.310434
219,10,270.331435
281,9,270.352434
219,10,270.372435
278,10,270.392434
216,11,270.412435
278,10,270.432434
360,16,270.467434
360,16,270.498435
207,13,270.527434
278,10,270.548434
281,9,270.567434
219,10,270.587434
360,16,270.621434
219,10,270.641434
278,10,270.660433
360,16,270.690434
357,17,270.724434
194,15,270.754435
281,9,270.772435
351,19,270.813434
219,10,270.833434
275,11,270.854434
357,17,270.892435
278,10,270.911434
360,16,270.942434
360,16,270.976435
363,15,271.005001
275,11,271.026001
357,17,271.064002
222,9,271.080001
357,17,271.115
363,15,271.146001
219,10,271.166
363,15,271.194
275,11,271.217001
278,10,271.237001
207,13,271.263001
281,9,271.278001
219,10,271.301001
363,15,271.330001
360,16,271.366001
222,9,271.382001
219,10,271.403001
363,15,271.433001
363,15,271.485
281,9,271.505001
278,10,271.525002
390,20,271.566001
363,15,271.595001
360,16,271.631002
219,10,271.651001
360,16,271.686
357,17,271.723001
334,22,271.765001
278,10,271.785002
219,10,271.807999
357,17,271.844001
207,13,271.868001
363,15,271.902001
219,10,271.921001
300,16,271.956001
360,16,271.99
278,10,272.01
278,10,272.03
219,10,272.052001
222,9,272.07
219,10,272.089001
357,17,272.120001
278,10,272.143001
360,16,272.173
281,9,272.191999
278,10,272.213999
222,9,272.233001
363,15,272.263001
219,10,272.283001
363,15,272.316001
219,10,272.336001
360,16,272.370001
278,10,272.390001
360,16,272.420002
360,16,272.452001
216,11,272.480001
357,17,272.513001
360,16,272.546001
222,9,272.564001
363,15,272.593
360,16,272.626002
219,10,272.648
222,9,272.667001
222,9,272.686
275,11,272.711001
360,16,272.742001
278,10,272.762001
360,16,272.793001
363,15,272.828002
222,9,272.848
207,13,272.882001
357,17,272.918001
390,20,272.957001
207,13,272.986001
278,10,273.006002
281,9,273.024999
278,10,273.047001
222,9,273.062002
222,9,273.081001
275,11,273.101001
219,10,273.121
281,9,273.141001
179,19,273.178001
222,9,273.196001
219,10,273.219001
275,11,273.240001
203,14,273.269001
275,11,273.291001
357,17,273.326001
357,17,273.364001
216,11,273.385
363,15,273.414
360,16,273.442001
357,17,273.48
278,10,273.500001
219,10,273.541001
363,15,273.571001
219,10,273.591
351,19,273.625
219,10,273.648001
275,11,273.672001
219,10,273.692999
219,10,273.715001
357,17,273.748001
278,10,273.768001
219,10,273.788001
222,9,273.810001
278,10,273.829
278,10,273.850001
360,16,273.883001
281,9,273.902001
357,17,273.933002
360,16,273.962001
278,10,273.984
281,9,274.003001
278,10,274.023
219,10,274.042001
278,10,274.064001
278,10,274.083999
275,11,274.106
281,9,274.124001
219,10,274.147001
363,15,274.177
219,10,274.197001
278,10,274.216001
281,9,274.237001
363,15,274.267001
360,16,274.296001
222,9,274.316001
222,9,274.335001
278,10,274.355001
363,15,274.388001
219,10,274.408002
363,15,274.438001
219,10,274.456999
278,10,274.479001
275,11,274.500001
275,11,274.522001
219,10,274.545001
216,11,274.567001
363,15,274.596001
278,10,274.616001
281,9,274.637001
219,10,274.657
357,17,274.693001
360,16,274.727001
275,11,274.748001
275,11,274.769001
219,10,274.789001
363,15,274.821002
357,17,274.856001
281,9,274.872
207,13,274.903002
278,10,274.922001
357,17,274.953001
219,10,274.972
278,10,274.994001
278,10,275.014001
278,10,275.033001
360,16,275.068001
278,10,275.087
357,17,275.117001
360,16,275.15
219,10,275.169001
357,17,275.202001
219,10,275.224001
360,16,275.256001
278,10,275.273999
363,15,275.303002
281,9,275.325
275,11,275.346001
278,10,275.364
278,10,275.387001
275,11,275.408001
360,16,275.438
363,15,275.471001
281,9,275.490001
219,10,275.509001
360,16,275.541001
363,15,275.595001
357,17,275.628001
281,9,275.647001
281,9,275.666001
357,17,275.703001
222,9,275.718001
219,10,275.741001
357,17,275.779
360,16,275.810001
275,11,275.835001
281,9,275.855001
360,16,275.886001
275,11,275.909001
360,16,275.942001
357,17,275.974001
219,10,275.995574
219,10,276.015574
219,10,276.035572
357,17,276.071574
363,15,276.101574
275,11,276.126573
363,15,276.158574
219,10,276.178573
219,10,276.198573
216,11,276.219574
222,9,276.241572
360,16,276.272574
278,10,276.292573
278,10,276.311573
222,9,276.333573
360,16,276.364573
281,9,276.385573
360,16,276.416573
275,11,276.438573
360,16,276.469574
281,9,276.490573
357,17,276.523573
281,9,276.541575
363,15,276.573573
219,10,276.592573
222,9,276.611573
219,10,276.631167
219,10,276.652169
360,16,276.684168
281,9,276.703168
216,11,276.727167
360,16,276.758168
219,10,276.778168
357,17,276.815168
357,17,276.848167
216,11,276.869168
278,10,276.892168
357,17,276.928167
363,15,276.959168
281,9,276.978168
278,10,277.001168
222,9,277.016167
357,17,277.052168
275,11,277.076168
360,16,277.106168
357,17,277.142169
219,10,277.169169
360,16,277.201168
216,11,277.222167
357,17,277.257169
278,10,277.275167
216,11,277.298167
351,19,277.338168
219,10,277.358167
281,9,277.381776
278,10,277.402777
275,11,277.422776
222,9,277.441776
363,15,277.473776
222,9,277.491775
278,10,277.512776
275,11,277.532776
281,9,277.553776
278,10,277.573776
357,17,277.605776
360,16,277.642776
219,10,277.684776
363,15,277.713774
363,15,277.746774
275,11,277.768775
278,10,277.786777
278,10,277.809775
219,10,277.829777
357,17,277.860776
360,16,277.890774
278,10,277.913777
275,11,277.938776
297,17,277.973776
222,9,277.992776
219,10,278.012776
216,11,278.033776
278,10,278.053776
360,16,278.091776
363,15,278.122776
363,15,278.155776
219,10,278.174776
357,17,278.212776
357,17,278.247776
363,15,278.277776
219,10,278.297776
278,10,278.323779
216,11,278.348776
219,10,278.369777
275,11,278.395776
222,9,278.412776
275,11,278.432775
281,9,278.449776
360,16,278.481776
360,16,278.513775
363,15,278.542776
222,9,278.558776
360,16,278.594776
216,11,278.615775
357,17,278.647777
360,16,278.680776
219,10,278.700775
360,16,278.737776
360,16,278.767776
275,11,278.788776
216,11,278.808776
357,17,278.846776
278,10,278.866776
222,9,278.882776
360,16,278.918776
219,10,278.938776
219,10,278.959776
216,11,278.981776
219,10,279.004776
360,16,279.035775
219,10,279.055776
360,16,279.088776
281,9,279.107776
216,11,279.128776
360,16,279.162776
360,16,279.195776
363,15,279.225775
278,10,279.248775
275,11,279.270776
363,15,279.299775
219,10,279.319777
363,15,279.352775
219,10,279.371776
360,16,279.403775
278,10,279.423776
281,9,279.443776
360,16,279.477776
357,17,279.508777
357,17,279.544776
275,11,279.568776
360,16,279.598775
216,11,279.618776
219,10,279.641775
360,16,279.675776
305,35,279.767776
360,16,279.797776
222,9,279.819776
357,17,279.851775
278,10,279.871776
360,16,279.901776
360,16,279.934774
281,9,279.952777
281,9,279.970777
216,11,279.995776
219,10,280.014776
278,10,280.034776
219,10,280.053776
281,9,280.074776
281,9,280.092776
222,9,280.112776
357,17,280.144776
360,16,280.175776
360,16,280.205776
222,9,280.223776
363,15,280.257776
281,9,280.276776
278,10,280.297776
281,9,280.316777
278,10,280.338776
278,10,280.358776
216,11,280.378776
222,9,280.400776
278,10,280.419776
219,10,280.439776
222,9,280.458776
360,16,280.493776
275,11,280.515776
219,10,280.535776
216,11,280.556776
360,16,280.590775
316,28,280.648776
216,11,280.669777
281,9,280.687777
219,10,280.706777
216,11,280.727776
278,10,280.750776
281,9,280.769776
219,10,280.789776
219,10,280.807776
357,17,280.843776
222,9,280.861776
281,9,280.880776
222,9,280.899776
281,9,280.920775
275,11,280.941775
219,10,280.960776
222,9,280.980365
219,10,281.003371
360,16,281.03337
357,17,281.06537
278,10,281.08737
219,10,281.107371
216,11,281.12937
275,11,281.153371
219,10,281.17537
275,11,281.19637
360,16,281.22637
219,10,281.252373
360,16,281.28937
363,15,281.318371
360,16,281.352371
278,10,281.37237
222,9,281.39337
275,11,281.41437
216,11,281.437371
216,11,281.45837
207,13,281.48437
360,16,281.51737
275,11,281.539371
216,11,281.56037
363,15,281.592369
360,16,281.62237
363,15,281.654371
360,16,281.686371
357,17,281.742372
357,17,281.776371
219,10,281.801371
275,11,281.84837
219,10,281.86537
278,10,281.88437
363,15,281.914369
360,16,281.94737
363,15,281.975371
278,10,281.99837
219,10,282.01737
216,11,282.03837
219,10,282.058371
360,16,282.092369
219,10,282.111371
357,17,282.143371
281,9,282.165371
357,17,282.20137
222,9,282.216369
360,16,282.24837
216,11,282.27137
357,17,282.30337
360,16,282.33637
281,9,282.35537
216,11,282.375369
219,10,282.39337
216,11,282.421082
222,9,282.437082
357,17,282.473082
275,11,282.495083
360,16,282.526082
222,9,282.545082
216,11,282.566082
278,10,282.589082
278,10,282.608082
219,10,282.630083
360,16,282.664081
278,10,282.684082
360,16,282.719081
360,16,282.752082
278,10,282.772083
357,17,282.804082
360,16,282.838082
360,16,282.873082
222,9,282.889082
219,10,282.908082
281,9,282.929081
216,11,282.950082
219,10,282.970083
216,11,282.994082
216,11,283.017083
278,10,283.037082
222,9,283.056082
278,10,283.076082
278,10,283.099082
275,11,283.120082
219,10,283.140082
363,15,283.171081
216,11,283.195082
216,11,283.216082
222,9,283.235082
219,10,283.255082
222,9,283.277082
360,16,283.308082
222,9,283.328082
360,16,283.361082
363,15,283.391083
216,11,283.414083
219,10,283.434082
219,10,283.454082
219,10,283.472082
278,10,283.491082
357,17,283.528082
278,10,283.550082
278,10,283.571083
222,9,283.589082
360,16,283.624081
360,16,283.654082
278,10,283.674082
216,11,283.698082
363,15,283.727082
360,16,283.759082
360,16,283.790082
219,10,283.80908
216,11,283.832082
360,16,283.866084
357,17,283.922082
360,16,283.960082
357,17,283.999082
278,10,284.023082
360,16,284.052082
360,16,284.081082
216,11,284.105083
387,21,284.149082
278,10,284.168082
281,9,284.184082
275,11,284.210083
219,10,284.231082
219,10,284.251082
357,17,284.288082
281,9,284.307082
278,10,284.328082
281,9,284.347082
351,19,284.384081
357,17,284.421082
219,10,284.441082
222,9,284.459082
357,17,284.490083
219,10,284.513082
275,11,284.535082
360,16,284.567082
222,9,284.588082
275,11,284.609082
357,17,284.644081
363,15,284.676082
219,10,284.697082
219,10,284.718082
216,11,284.739082
278,10,284.761082
360,16,284.792082
281,9,284.811081
281,9,284.830082
278,10,284.853082
357,17,284.884081
360,16,284.915082
281,9,284.937082
219,10,284.957082
219,10,284.977082
278,10,284.996082
216,11,285.019082
363,15,285.048082
222,9,285.066082
216,11,285.088082
278,10,285.111082
275,11,285.134082
343,23,285.175082
357,17,285.21208
360,16,285.241082
222,9,285.259082
216,11,285.283082
281,9,285.301082
360,16,285.330081
360,16,285.364082
219,10,285.384082
275,11,285.404081
219,10,285.427082
360,16,285.457082
363,15,285.485082
357,17,285.523082
360,16,285.552081
278,10,285.572082
357,17,285.605082
357,17,285.639082
360,16,285.669082
219,10,285.691082
363,15,285.722081
222,9,285.740082
357,17,285.774081
278,10,285.794081
360,16,285.824082
219,10,285.844081
278,10,285.867081
216,11,285.891082
363,15,285.921082
278,10,285.964082
360,16,285.993614
222,9,286.011614
357,17,286.047614
357,17,286.080615
278,10,286.100614
360,16,286.135614
216,11,286.156616
222,9,286.174614
278,10,286.197615
216,11,286.218614
278,10,286.238614
275,11,286.260614
357,17,286.295615
360,16,286.329615
278,10,286.349614
357,17,286.384613
360,16,286.416614
278,10,286.437613
222,9,286.455614
278,10,286.475614
278,10,286.494614
357,17,286.529614
219,10,286.549614
357,17,286.583614
281,9,286.605614
278,10,286.624226
360,16,286.654226
278,10,286.675225
216,11,286.698226
222,9,286.717224
216,11,286.738225
219,10,286.758225
360,16,286.791225
363,15,286.820225
278,10,286.839224
357,17,286.878226
360,16,286.910226
222,9,286.928226
278,10,286.951225
363,15,286.982225
281,9,286.997226
219,10,287.020226
278,10,287.041226
216,11,287.066225
278,10,287.086226
278,10,287.109226
357,17,287.140225
278,10,287.160226
219,10,287.180226
363,15,287.213225
219,10,287.232225
363,15,287.263226
219,10,287.286226
360,16,287.316226
222,9,287.334225
219,10,287.358225
281,9,287.378226
278,10,287.398226
219,10,287.418226
219,10,287.441226
222,9,287.460226
278,10,287.479225
219,10,287.498226
219,10,287.517226
357,17,287.552225
357,17,287.586226
278,10,287.609226
360,16,287.644226
363,15,287.674225
275,11,287.697224
360,16,287.728225
313,28,287.789225
278,10,287.808225
360,16,287.839224
357,17,287.873224
363,15,287.903225
219,10,287.923224
219,10,287.946224
