#{"t_start": 1615009006.4983943, "env_id": "NovelGridworld-v0"}
r,l,t
50,1,1123.869034
38,13,1123.887615
46,5,1123.895414
40,11,1123.911747
50,1,1123.914035
46,5,1123.922234
40,11,1123.94038
48,3,1123.945338
48,3,1123.982688
46,5,1124.003009
47,4,1124.007022
46,5,1124.012071
50,1,1124.013654
49,2,1124.016301
48,3,1124.020418
43,8,1124.030224
39,12,1124.048146
46,5,1124.054195
50,1,1124.05579
43,8,1124.063972
48,3,1124.067262
43,8,1124.076927
45,6,1124.085379
47,4,1124.090994
47,4,1124.097191
50,1,1124.099512
43,8,1124.111247
47,4,1124.116755
50,1,1124.118574
46,5,1124.125381
45,6,1124.165729
42,9,1124.173241
50,1,1124.174811
48,3,1124.178627
50,1,1124.18037
46,5,1124.186261
47,4,1124.191389
49,2,1124.194285
47,4,1124.219422
47,4,1124.223793
49,2,1124.226411
35,16,1124.241078
50,1,1124.242492
44,7,1124.24849
50,1,1124.24982
41,10,1124.260284
41,10,1124.27327
50,1,1124.275625
46,5,1124.283571
46,5,1124.290671
47,4,1124.296109
43,8,1124.331408
37,14,1124.342963
48,3,1124.346725
49,2,1124.349637
46,5,1124.355652
42,9,1124.366714
45,6,1124.375654
47,4,1124.382177
45,6,1124.39231
48,3,1124.398173
44,7,1124.426124
50,1,1124.427882
39,12,1124.441623
40,11,1124.455753
38,13,1124.504767
50,1,1124.50615
43,8,1124.512889
45,6,1124.518064
46,5,1124.523554
44,7,1124.531713
47,4,1124.536408
42,9,1124.547408
48,3,1124.55145
45,6,1124.560282
45,6,1124.570478
50,1,1124.573153
44,7,1124.584001
41,10,1124.597048
44,7,1124.607157
41,10,1124.642287
48,3,1124.645204
48,3,1124.64807
47,4,1124.681742
49,2,1124.683882
41,10,1124.693678
47,4,1124.698387
45,6,1124.706093
43,8,1124.716687
42,9,1124.729572
49,2,1124.733053
42,9,1124.746664
43,8,1124.760074
49,2,1124.76346
47,4,1124.769062
49,2,1124.772212
45,6,1124.779763
49,2,1124.782709
47,4,1124.787844
46,5,1124.795378
43,8,1124.808003
42,9,1124.853008
46,5,1124.857447
45,6,1124.863101
47,4,1124.882822
50,1,1124.884333
45,6,1124.88985
38,13,1124.903675
44,7,1124.914158
41,10,1124.929324
44,7,1124.941474
43,8,1124.954611
47,4,1124.960957
50,1,1124.963514
48,3,1124.969222
43,8,1124.97968
48,3,1124.984564
41,10,1124.999757
45,6,1125.038828
41,10,1125.047813
47,4,1125.052773
48,3,1125.056136
40,11,1125.06512
50,1,1125.066424
46,5,1125.072001
43,8,1125.10244
45,6,1125.108304
49,2,1125.110735
45,6,1125.117848
50,1,1125.119658
43,8,1125.130107
42,9,1125.14355
49,2,1125.147181
46,5,1125.154512
47,4,1125.161201
50,1,1125.163771
48,3,1125.169243
49,2,1125.172446
50,1,1125.174487
44,7,1125.213756
45,6,1125.218935
43,8,1125.226686
47,4,1125.23145
46,5,1125.238605
47,4,1125.244473
46,5,1125.252037
43,8,1125.264021
47,4,1125.269969
50,1,1125.271912
47,4,1125.277706
48,3,1125.282623
50,1,1125.284797
46,5,1125.292069
45,6,1125.300733
37,14,1125.340223
47,4,1125.345528
46,5,1125.352772
42,9,1125.398556
44,7,1125.404758
49,2,1125.406931
43,8,1125.414004
46,5,1125.419904
48,3,1125.423925
40,11,1125.437882
44,7,1125.447706
45,6,1125.456092
43,8,1125.467898
42,9,1125.481873
41,10,1125.497171
47,4,1125.504831
44,7,1125.516554
49,2,1125.52051
41,10,1125.533631
45,6,1125.588249
47,4,1125.592353
48,3,1125.596039
43,8,1125.605106
49,2,1125.608236
41,10,1125.621337
41,10,1125.636484
48,3,1125.642552
41,10,1125.658422
39,12,1125.674315
42,9,1125.687425
47,4,1125.692971
50,1,1125.695
40,11,1125.710701
45,6,1125.721529
46,5,1125.760449
48,3,1125.763477
47,4,1125.767315
38,13,1125.779799
49,2,1125.782743
44,7,1125.809388
41,10,1125.817632
43,8,1125.825851
43,8,1125.834695
50,1,1125.836902
43,8,1125.847189
50,1,1125.848975
43,8,1125.860223
47,4,1125.86653
45,6,1125.876887
39,12,1125.891617
47,4,1125.925356
50,1,1125.926765
47,4,1125.930408
47,4,1125.934531
48,3,1125.937856
39,12,1125.950321
50,1,1125.952003
49,2,1125.955273
48,3,1125.959845
46,5,1125.967443
50,1,1125.969793
45,6,1125.977031
46,5,1125.983006
45,6,1125.991673
42,9,1126.019281
49,2,1126.022039
37,14,1126.038432
46,5,1126.046104
46,5,1126.05394
44,7,1126.060232
46,5,1126.093415
40,11,1126.103008
50,1,1126.104712
48,3,1126.108338
48,3,1126.112093
47,4,1126.117719
44,7,1126.12746
45,6,1126.136578
47,4,1126.143564
46,5,1126.152472
46,5,1126.160454
45,6,1126.16924
50,1,1126.171558
48,3,1126.176709
46,5,1126.184274
41,10,1126.20005
49,2,1126.203912
48,3,1126.208982
47,4,1126.238034
46,5,1126.243072
45,6,1126.248696
41,10,1126.286551
40,11,1126.297347
46,5,1126.303272
49,2,1126.306522
46,5,1126.313507
46,5,1126.321207
48,3,1126.326458
49,2,1126.330115
47,4,1126.336553
40,11,1126.351189
45,6,1126.356813
43,8,1126.364449
35,16,1126.383429
34,17,1126.439599
43,8,1126.446364
50,1,1126.447754
45,6,1126.472684
45,6,1126.479591
41,10,1126.49227
48,3,1126.497037
47,4,1126.503548
46,5,1126.511687
50,1,1126.514132
46,5,1126.522324
43,8,1126.531696
43,8,1126.542038
50,1,1126.544106
46,5,1126.550038
45,6,1126.556084
49,2,1126.558798
47,4,1126.564704
44,7,1126.574645
49,2,1126.578222
49,2,1126.581765
45,6,1126.622064
45,6,1126.627243
49,2,1126.629295
48,3,1126.632629
44,7,1126.640904
46,5,1126.647545
45,6,1126.656207
48,3,1126.661114
43,8,1126.691788
38,13,1126.705562
47,4,1126.711169
48,3,1126.715498
43,8,1126.726615
50,1,1126.728683
49,2,1126.731675
50,1,1126.733764
40,11,1126.749066
40,11,1126.765504
46,5,1126.804884
47,4,1126.808687
40,11,1126.817614
50,1,1126.819081
50,1,1126.820807
45,6,1126.827495
48,3,1126.831368
46,5,1126.837717
49,2,1126.840843
49,2,1126.844195
45,6,1126.852556
41,10,1126.864602
50,1,1126.866845
47,4,1126.873235
44,7,1126.883703
44,7,1126.913238
45,6,1126.919436
38,13,1126.932223
41,10,1126.945073
43,8,1126.98442
47,4,1126.988126
44,7,1126.995272
45,6,1127.001545
49,2,1127.004567
45,6,1127.012763
46,5,1127.019982
50,1,1127.022446
43,8,1127.034627
47,4,1127.040654
41,10,1127.054514
49,2,1127.056602
48,3,1127.059446
49,2,1127.061511
47,4,1127.06503
50,1,1127.066483
50,1,1127.067978
50,1,1127.069645
49,2,1127.07215
50,1,1127.073696
49,2,1127.076218
50,1,1127.078315
41,10,1127.091494
43,8,1127.121468
50,1,1127.12281
49,2,1127.155051
41,10,1127.163364
43,8,1127.172722
40,11,1127.18724
44,7,1127.198238
42,9,1127.213638
49,2,1127.218348
47,4,1127.225768
46,5,1127.233155
44,7,1127.24353
48,3,1127.248755
48,3,1127.253945
44,7,1127.265288
47,4,1127.271073
47,4,1127.276658
45,6,1127.285188
45,6,1127.294046
42,9,1127.333335
48,3,1127.336219
45,6,1127.341593
37,14,1127.374913
45,6,1127.380244
48,3,1127.383208
46,5,1127.388579
40,11,1127.402114
48,3,1127.406911
45,6,1127.417079
45,6,1127.428031
45,6,1127.435742
48,3,1127.439917
46,5,1127.447527
42,9,1127.461607
50,1,1127.464339
44,7,1127.501184
46,5,1127.505637
47,4,1127.509342
47,4,1127.513122
45,6,1127.519497
45,6,1127.526464
44,7,1127.535626
42,9,1127.549139
47,4,1127.556808
47,4,1127.562039
48,3,1127.585584
50,1,1127.587174
47,4,1127.591598
48,3,1127.595196
38,13,1127.608794
50,1,1127.610693
46,5,1127.617024
44,7,1127.626966
50,1,1127.629149
48,3,1127.633497
50,1,1127.635357
46,5,1127.642459
49,2,1127.646167
50,1,1127.648497
49,2,1127.682685
36,15,1127.695507
40,11,1127.707728
48,3,1127.711709
41,10,1127.725863
48,3,1127.731267
49,2,1127.73528
46,5,1127.743432
41,10,1127.757961
45,6,1127.766476
46,5,1127.774196
48,3,1127.779705
42,9,1127.812708
45,6,1127.818816
46,5,1127.823691
48,3,1127.826967
43,8,1127.865085
46,5,1127.869582
50,1,1127.870905
46,5,1127.875642
50,1,1127.877168
49,2,1127.879733
43,8,1127.889261
50,1,1127.891203
45,6,1127.899127
43,8,1127.911244
34,17,1127.934383
45,6,1127.944106
47,4,1127.950769
49,2,1127.954625
48,3,1127.959803
41,10,1127.975905
42,9,1127.988759
47,4,1127.9952
46,5,1128.033001
50,1,1128.034374
48,3,1128.037192
43,8,1128.064283
47,4,1128.068333
43,8,1128.076173
45,6,1128.083596
49,2,1128.086924
44,7,1128.096459
50,1,1128.097846
42,9,1128.105535
47,4,1128.109546
39,12,1128.121131
40,11,1128.133756
45,6,1128.145314
41,10,1128.153641
46,5,1128.157939
43,8,1128.195196
48,3,1128.198333
46,5,1128.202842
41,10,1128.21096
42,9,1128.219916
46,5,1128.241827
43,8,1128.248902
44,7,1128.254769
50,1,1128.256047
48,3,1128.258891
50,1,1128.26018
46,5,1128.264579
48,3,1128.26741
47,4,1128.271384
49,2,1128.273468
41,10,1128.282132
44,7,1128.28885
35,16,1128.330997
47,4,1128.334748
45,6,1128.339858
48,3,1128.34305
45,6,1128.349916
41,10,1128.359827
48,3,1128.36284
46,5,1128.368149
46,5,1128.37356
50,1,1128.375129
48,3,1128.379041
44,7,1128.387961
49,2,1128.391376
43,8,1128.423648
43,8,1128.433118
47,4,1128.438518
37,14,1128.453223
46,5,1128.488139
49,2,1128.490299
43,8,1128.497364
30,21,1128.521213
47,4,1128.525537
43,8,1128.532608
44,7,1128.540773
41,10,1128.55244
43,8,1128.559279
47,4,1128.563459
46,5,1128.568955
41,10,1128.579868
47,4,1128.584958
41,10,1128.644676
45,6,1128.64997
46,5,1128.655135
49,2,1128.657861
37,14,1128.675126
49,2,1128.678094
43,8,1128.68851
43,8,1128.700641
48,3,1128.706061
46,5,1128.7133
46,5,1128.721461
41,10,1128.735161
34,17,1128.759754
50,1,1128.762055
43,8,1128.773415
47,4,1128.779052
50,1,1128.812733
44,7,1128.819282
44,7,1128.825659
50,1,1128.827516
49,2,1128.830794
48,3,1128.855678
40,11,1128.867633
46,5,1128.87354
49,2,1128.876264
48,3,1128.879877
48,3,1128.883319
46,5,1128.889253
44,7,1128.898399
48,3,1128.902982
48,3,1128.907545
44,7,1128.918214
39,12,1128.933729
50,1,1128.935569
46,5,1128.942885
40,11,1128.959066
49,2,1128.99524
45,6,1129.001138
46,5,1129.005798
45,6,1129.011434
46,5,1129.017359
44,7,1129.02473
41,10,1129.03618
37,14,1129.073527
50,1,1129.075058
47,4,1129.078828
48,3,1129.082
41,10,1129.092705
47,4,1129.097054
42,9,1129.10617
45,6,1129.112716
44,7,1129.120931
46,5,1129.158895
50,1,1129.160218
48,3,1129.163107
46,5,1129.168128
47,4,1129.172171
47,4,1129.176249
43,8,1129.186143
50,1,1129.188089
47,4,1129.193999
39,12,1129.208748
49,2,1129.211771
45,6,1129.220776
47,4,1129.227148
42,9,1129.242744
48,3,1129.247098
45,6,1129.25258
42,9,1129.279877
49,2,1129.282541
49,2,1129.285199
49,2,1129.287737
44,7,1129.296509
42,9,1129.335959
45,6,1129.342271
41,10,1129.351304
48,3,1129.354529
40,11,1129.365214
49,2,1129.367974
43,8,1129.376982
42,9,1129.389053
48,3,1129.394099
50,1,1129.39643
50,1,1129.398815
44,7,1129.406979
45,6,1129.412766
47,4,1129.417736
47,4,1129.422855
43,8,1129.433896
46,5,1129.441874
44,7,1129.480078
46,5,1129.504151
47,4,1129.51093
49,2,1129.513178
50,1,1129.514517
49,2,1129.516626
50,1,1129.517859
44,7,1129.524075
47,4,1129.528614
44,7,1129.535878
49,2,1129.538419
48,3,1129.542762
50,1,1129.544872
41,10,1129.556418
44,7,1129.56751
50,1,1129.569312
49,2,1129.571508
45,6,1129.577079
45,6,1129.583166
48,3,1129.587252
41,10,1129.599488
50,1,1129.601377
48,3,1129.605589
44,7,1129.614545
49,2,1129.617774
44,7,1129.658362
49,2,1129.660577
45,6,1129.666082
46,5,1129.670634
45,6,1129.677703
45,6,1129.684759
39,12,1129.719904
45,6,1129.727647
49,2,1129.731166
49,2,1129.734572
41,10,1129.748801
42,9,1129.760727
43,8,1129.772889
47,4,1129.7796
45,6,1129.787386
49,2,1129.790399
42,9,1129.803135
47,4,1129.840913
47,4,1129.844788
47,4,1129.848534
45,6,1129.854115
44,7,1129.861225
48,3,1129.864961
47,4,1129.870171
41,10,1129.880318
48,3,1129.884247
45,6,1129.892411
46,5,1129.90014
43,8,1129.928357
45,6,1129.934058
47,4,1129.938252
44,7,1129.948074
36,15,1129.964726
43,8,1130.00642
49,2,1130.008636
43,8,1130.015471
42,9,1130.025121
47,4,1130.03023
42,9,1130.042125
45,6,1130.048793
39,12,1130.062189
49,2,1130.065252
39,12,1130.081262
42,9,1130.094957
49,2,1130.099021
47,4,1130.105902
46,5,1130.114091
50,1,1130.13495
47,4,1130.139296
47,4,1130.145332
47,4,1130.181309
46,5,1130.186097
48,3,1130.189016
45,6,1130.195698
45,6,1130.203161
44,7,1130.211794
31,20,1130.23899
42,9,1130.250507
43,8,1130.258424
50,1,1130.259938
46,5,1130.26671
43,8,1130.277511
46,5,1130.28511
46,5,1130.292775
48,3,1130.297488
40,11,1130.342937
50,1,1130.344704
41,10,1130.353708
48,3,1130.375413
50,1,1130.377345
47,4,1130.381736
37,14,1130.39627
44,7,1130.405886
48,3,1130.411205
47,4,1130.417814
48,3,1130.423387
43,8,1130.436325
46,5,1130.444395
46,5,1130.450144
47,4,1130.454785
49,2,1130.457968
48,3,1130.462296
44,7,1130.470181
50,1,1130.471864
44,7,1130.480824
48,3,1130.485365
50,1,1130.487619
46,5,1130.526414
44,7,1130.532608
42,9,1130.543998
42,9,1130.555047
42,9,1130.565285
48,3,1130.569338
45,6,1130.596265
46,5,1130.601199
46,5,1130.60675
47,4,1130.611746
30,21,1130.640559
49,2,1130.64446
49,2,1130.648542
44,7,1130.657617
42,9,1130.698603
45,6,1130.703823
47,4,1130.707632
40,11,1130.719424
50,1,1130.721211
48,3,1130.725452
45,6,1130.733574
46,5,1130.743604
41,10,1130.757502
45,6,1130.766051
46,5,1130.771384
47,4,1130.776426
50,1,1130.778574
50,1,1130.780831
47,4,1130.786485
49,2,1130.789943
39,12,1130.824166
49,2,1130.827032
45,6,1130.834287
46,5,1130.841344
44,7,1130.879932
47,4,1130.88366
48,3,1130.886541
48,3,1130.889865
45,6,1130.89729
48,3,1130.901345
47,4,1130.906457
48,3,1130.911163
46,5,1130.918799
47,4,1130.924744
48,3,1130.92908
48,3,1130.933383
41,10,1130.947359
50,1,1130.949471
43,8,1130.959578
46,5,1130.966835
40,11,1130.983061
47,4,1130.990077
48,3,1130.995291
46,5,1131.003332
43,8,1131.01651
30,21,1131.08975
47,4,1131.095508
49,2,1131.099082
28,23,1131.12821
46,5,1131.136734
50,1,1131.139276
48,3,1131.145527
47,4,1131.152297
29,22,1131.171223
49,2,1131.173827
44,7,1131.182276
46,5,1131.189287
45,6,1131.228404
49,2,1131.23064
44,7,1131.236731
47,4,1131.241129
46,5,1131.24668
45,6,1131.252824
43,8,1131.27927
49,2,1131.281865
43,8,1131.290908
46,5,1131.297908
49,2,1131.301419
48,3,1131.306439
40,11,1131.323765
37,14,1131.34613
50,1,1131.34878
47,4,1131.353055
48,3,1131.355994
46,5,1131.360474
48,3,1131.364074
45,6,1131.402275
46,5,1131.406672
39,12,1131.417347
42,9,1131.428
34,17,1131.450874
46,5,1131.457788
49,2,1131.461158
46,5,1131.489039
45,6,1131.49502
41,10,1131.504685
50,1,1131.506544
44,7,1131.515276
47,4,1131.521069
41,10,1131.534898
48,3,1131.539464
44,7,1131.579249
48,3,1131.582186
44,7,1131.589472
45,6,1131.597028
50,1,1131.599172
48,3,1131.603796
41,10,1131.618151
47,4,1131.625607
44,7,1131.63794
42,9,1131.650073
50,1,1131.652087
44,7,1131.66128
48,3,1131.665759
45,6,1131.674466
46,5,1131.68195
39,12,1131.715353
46,5,1131.720258
37,14,1131.766221
46,5,1131.77141
44,7,1131.778605
45,6,1131.78431
45,6,1131.790926
41,10,1131.802631
45,6,1131.811053
48,3,1131.816269
49,2,1131.820156
50,1,1131.822604
45,6,1131.832412
48,3,1131.836774
48,3,1131.84127
45,6,1131.850104
46,5,1131.85604
50,1,1131.857865
49,2,1131.860607
46,5,1131.866884
48,3,1131.871492
50,1,1131.873603
46,5,1131.881141
44,7,1131.921492
40,11,1131.951372
45,6,1131.958478
43,8,1131.966782
42,9,1131.977897
42,9,1131.99035
48,3,1131.995518
48,3,1132.000775
46,5,1132.009223
50,1,1132.011422
45,6,1132.018306
46,5,1132.023974
43,8,1132.03554
44,7,1132.045793
50,1,1132.047984
44,7,1132.057489
41,10,1132.103985
48,3,1132.107222
50,1,1132.10864
45,6,1132.114351
43,8,1132.122121
41,10,1132.133765
50,1,1132.135775
48,3,1132.140804
42,9,1132.175018
43,8,1132.183725
47,4,1132.188835
45,6,1132.196127
46,5,1132.202695
45,6,1132.211109
48,3,1132.216075
41,10,1132.229914
48,3,1132.233856
50,1,1132.235725
47,4,1132.241529
48,3,1132.246534
46,5,1132.252705
40,11,1132.294466
50,1,1132.295936
46,5,1132.300725
45,6,1132.307258
45,6,1132.314867
48,3,1132.319465
48,3,1132.324382
45,6,1132.334113
49,2,1132.338244
47,4,1132.346586
48,3,1132.350799
45,6,1132.357672
48,3,1132.361629
49,2,1132.364667
47,4,1132.370041
45,6,1132.395299
47,4,1132.399262
42,9,1132.407661
46,5,1132.41424
44,7,1132.423282
43,8,1132.466194
48,3,1132.469212
38,13,1132.481295
42,9,1132.492293
48,3,1132.496894
44,7,1132.50753
43,8,1132.518247
42,9,1132.531118
45,6,1132.538096
47,4,1132.54375
50,1,1132.545726
48,3,1132.549809
45,6,1132.556168
45,6,1132.561706
48,3,1132.56511
47,4,1132.570198
50,1,1132.572016
50,1,1132.573921
41,10,1132.635672
45,6,1132.641218
49,2,1132.643771
49,2,1132.646243
44,7,1132.6532
44,7,1132.660614
47,4,1132.665937
44,7,1132.675436
45,6,1132.684761
41,10,1132.6965
44,7,1132.702696
46,5,1132.707379
45,6,1132.71315
48,3,1132.716511
48,3,1132.720377
43,8,1132.730175
41,10,1132.744069
39,12,1132.786751
50,1,1132.788098
46,5,1132.792926
48,3,1132.79616
48,3,1132.79939
49,2,1132.801978
47,4,1132.807246
40,11,1132.840228
45,6,1132.849571
47,4,1132.853735
41,10,1132.862156
44,7,1132.869746
50,1,1132.871398
46,5,1132.877213
45,6,1132.884826
41,10,1132.89772
49,2,1132.901266
46,5,1132.908566
50,1,1132.910614
47,4,1132.917361
45,6,1132.958946
50,1,1132.960268
44,7,1132.966131
50,1,1132.967635
41,10,1132.978058
45,6,1132.985696
48,3,1132.990282
45,6,1132.999192
47,4,1133.005597
47,4,1133.010701
47,4,1133.015836
43,8,1133.04987
44,7,1133.056398
46,5,1133.062331
50,1,1133.064091
43,8,1133.073653
48,3,1133.077918
45,6,1133.086302
47,4,1133.092334
46,5,1133.098323
48,3,1133.102276
44,7,1133.143381
49,2,1133.145827
44,7,1133.152411
45,6,1133.158632
40,11,1133.168901
43,8,1133.178837
49,2,1133.182033
38,13,1133.199698
47,4,1133.206123
43,8,1133.217779
49,2,1133.221401
45,6,1133.230474
48,3,1133.23487
43,8,1133.262906
46,5,1133.268008
47,4,1133.272408
46,5,1133.277753
45,6,1133.314546
38,13,1133.326073
45,6,1133.332968
43,8,1133.343952
48,3,1133.34982
44,7,1133.359187
40,11,1133.372519
46,5,1133.380578
44,7,1133.392194
50,1,1133.394614
41,10,1133.410153
44,7,1133.421695
47,4,1133.429452
43,8,1133.44089
39,12,1133.482539
46,5,1133.504488
46,5,1133.509315
41,10,1133.518755
43,8,1133.528631
42,9,1133.540752
44,7,1133.551214
49,2,1133.553582
43,8,1133.561069
38,13,1133.574388
45,6,1133.581952
45,6,1133.590189
40,11,1133.604062
46,5,1133.649047
45,6,1133.654371
48,3,1133.657164
50,1,1133.658857
48,3,1133.662849
45,6,1133.669827
46,5,1133.67631
49,2,1133.679352
47,4,1133.684758
46,5,1133.713955
42,9,1133.723856
44,7,1133.731809
48,3,1133.735677
44,7,1133.745764
45,6,1133.753075
39,12,1133.766773
42,9,1133.777776
45,6,1133.786594
47,4,1133.793152
44,7,1133.832508
45,6,1133.83768
45,6,1133.843616
38,13,1133.857839
46,5,1133.863868
50,1,1133.865966
44,7,1133.875494
49,2,1133.879197
44,7,1133.889941
48,3,1133.895417
48,3,1133.901535
45,6,1133.931193
49,2,1133.933901
26,25,1133.959808
45,6,1133.966764
49,2,1134.00258
47,4,1134.006489
47,4,1134.010174
45,6,1134.0154
50,1,1134.016882
47,4,1134.021905
45,6,1134.028444
47,4,1134.033315
47,4,1134.039323
47,4,1134.045653
47,4,1134.050403
47,4,1134.054709
45,6,1134.06156
41,10,1134.073994
40,11,1134.089993
42,9,1134.103685
47,4,1134.109515
42,9,1134.140707
40,11,1134.181639
43,8,1134.188579
31,20,1134.207893
46,5,1134.214855
48,3,1134.219913
47,4,1134.226415
42,9,1134.23714
44,7,1134.244639
45,6,1134.250339
47,4,1134.254191
44,7,1134.260967
48,3,1134.264352
47,4,1134.269125
49,2,1134.271932
49,2,1134.274704
44,7,1134.280968
43,8,1134.317468
45,6,1134.322713
39,12,1134.35361
50,1,1134.35499
50,1,1134.356328
48,3,1134.359209
50,1,1134.360525
44,7,1134.367147
47,4,1134.372836
47,4,1134.377695
50,1,1134.379584
47,4,1134.384989
50,1,1134.386956
41,10,1134.398305
49,2,1134.401136
45,6,1134.408551
42,9,1134.418402
46,5,1134.42511
44,7,1134.433108
44,7,1134.443119
50,1,1134.445877
37,14,1134.491385
42,9,1134.500256
48,3,1134.503982
50,1,1134.505692
50,1,1134.507331
45,6,1134.514556
44,7,1134.522937
49,2,1134.526118
39,12,1134.563417
49,2,1134.565789
50,1,1134.567402
49,2,1134.569906
47,4,1134.574427
41,10,1134.586562
44,7,1134.596165
48,3,1134.601559
49,2,1134.605089
46,5,1134.612292
48,3,1134.616492
45,6,1134.62459
42,9,1134.668605
50,1,1134.670023
48,3,1134.673209
49,2,1134.675672
43,8,1134.68353
46,5,1134.689273
46,5,1134.694985
39,12,1134.709233
39,12,1134.724967
44,7,1134.734717
45,6,1134.742417
50,1,1134.74503
47,4,1134.750962
49,2,1134.75382
43,8,1134.780725
45,6,1134.787135
46,5,1134.793281
44,7,1134.802198
48,3,1134.838782
48,3,1134.84185
39,12,1134.8534
48,3,1134.856838
47,4,1134.861479
49,2,1134.864136
48,3,1134.868501
43,8,1134.87854
49,2,1134.88186
47,4,1134.88779
50,1,1134.890079
48,3,1134.894929
44,7,1134.905273
50,1,1134.90716
42,9,1134.919386
45,6,1134.928827
46,5,1134.937151
48,3,1134.942685
46,5,1134.94998
45,6,1134.956617
47,4,1134.960952
48,3,1134.964313
-53,104,1135.167896
46,5,1135.172587
44,7,1135.179207
39,12,1135.191526
46,5,1135.198538
50,1,1135.200705
47,4,1135.228879
49,2,1135.231454
46,5,1135.237219
45,6,1135.244193
49,2,1135.247541
43,8,1135.257143
45,6,1135.264261
46,5,1135.270711
44,7,1135.280775
49,2,1135.284493
44,7,1135.294834
39,12,1135.312679
50,1,1135.31502
45,6,1135.357223
47,4,1135.361078
48,3,1135.363982
43,8,1135.371893
44,7,1135.379285
48,3,1135.382945
48,3,1135.387414
48,3,1135.391942
50,1,1135.394088
44,7,1135.404056
47,4,1135.410057
49,2,1135.413498
41,10,1135.427969
46,5,1135.454403
47,4,1135.45835
49,2,1135.460675
49,2,1135.462849
43,8,1135.470763
48,3,1135.474211
47,4,1135.478584
44,7,1135.487084
43,8,1135.529983
42,9,1135.537583
41,10,1135.547311
46,5,1135.552731
43,8,1135.560191
46,5,1135.566201
49,2,1135.56904
41,10,1135.580829
50,1,1135.582979
49,2,1135.586422
41,10,1135.601718
23,28,1135.663745
48,3,1135.667007
46,5,1135.671978
45,6,1135.708705
49,2,1135.710842
48,3,1135.713642
45,6,1135.720638
40,11,1135.734048
40,11,1135.7497
43,8,1135.75697
44,7,1135.765594
40,11,1135.778179
47,4,1135.784991
43,8,1135.796685
49,2,1135.80036
46,5,1135.809044
48,3,1135.814556
50,1,1135.817116
46,5,1135.825928
46,5,1135.835483
49,2,1135.840004
39,12,1135.885816
37,14,1135.917943
45,6,1135.924502
45,6,1135.932126
41,10,1135.946426
49,2,1135.950109
44,7,1135.956591
47,4,1135.960851
45,6,1135.968598
45,6,1135.976356
45,6,1135.983967
50,1,1135.986203
50,1,1135.98853
42,9,1136.002652
45,6,1136.013811
46,5,1136.055729
39,12,1136.066125
48,3,1136.06915
43,8,1136.077763
45,6,1136.085469
49,2,1136.089002
44,7,1136.098452
44,7,1136.124106
45,6,1136.130501
43,8,1136.140323
41,10,1136.153736
47,4,1136.15765
48,3,1136.160809
50,1,1136.16221
46,5,1136.168079
42,9,1136.17871
47,4,1136.184588
43,8,1136.225325
43,8,1136.232104
50,1,1136.233684
42,9,1136.242841
38,13,1136.256273
45,6,1136.263368
42,9,1136.274488
43,8,1136.28568
39,12,1136.296617
46,5,1136.317089
41,10,1136.326528
47,4,1136.330871
50,1,1136.332537
44,7,1136.340415
47,4,1136.378193
47,4,1136.381985
48,3,1136.384881
47,4,1136.388458
42,9,1136.398082
50,1,1136.399795
44,7,1136.408327
45,6,1136.416596
47,4,1136.423388
50,1,1136.425923
44,7,1136.438118
44,7,1136.449788
47,4,1136.456305
40,11,1136.465496
42,9,1136.473559
43,8,1136.48228
45,6,1136.489687
45,6,1136.49774
42,9,1136.555473
41,10,1136.565776
44,7,1136.574319
46,5,1136.581395
44,7,1136.591802
47,4,1136.598533
47,4,1136.605186
41,10,1136.620579
50,1,1136.622968
48,3,1136.628857
48,3,1136.63451
45,6,1136.64451
45,6,1136.653253
46,5,1136.660087
40,11,1136.67402
43,8,1136.685551
42,9,1136.72862
46,5,1136.733518
40,11,1136.74415
50,1,1136.747815
46,5,1136.754266
45,6,1136.778431
24,27,1136.811798
48,3,1136.817351
45,6,1136.828715
46,5,1136.837139
50,1,1136.83946
43,8,1136.852478
46,5,1136.857986
43,8,1136.867335
45,6,1136.907518
50,1,1136.908863
50,1,1136.910228
43,8,1136.917493
46,5,1136.922276
50,1,1136.923714
42,9,1136.933775
49,2,1136.937
42,9,1136.952608
43,8,1136.963267
40,11,1136.998381
49,2,1137.000672
43,8,1137.007371
46,5,1137.01267
45,6,1137.019992
45,6,1137.027126
43,8,1137.037562
46,5,1137.045656
44,7,1137.085124
42,9,1137.093103
43,8,1137.101261
45,6,1137.108117
46,5,1137.115067
44,7,1137.124913
47,4,1137.1313
42,9,1137.144049
41,10,1137.158532
45,6,1137.166885
47,4,1137.172733
47,4,1137.17778
36,15,1137.211563
48,3,1137.214697
44,7,1137.256211
45,6,1137.261518
45,6,1137.267754
46,5,1137.273609
45,6,1137.281462
41,10,1137.29594
49,2,1137.29975
49,2,1137.303549
50,1,1137.306165
50,1,1137.308721
38,13,1137.329094
47,4,1137.335648
48,3,1137.340192
43,8,1137.35186
48,3,1137.356116
40,11,1137.369755
44,7,1137.380334
45,6,1137.389915
43,8,1137.431335
44,7,1137.437287
49,2,1137.460305
45,6,1137.466901
45,6,1137.47397
49,2,1137.476587
40,11,1137.489743
50,1,1137.491892
46,5,1137.499245
46,5,1137.507805
43,8,1137.519798
41,10,1137.532323
44,7,1137.543347
42,9,1137.555131
47,4,1137.559651
46,5,1137.565732
44,7,1137.574218
