#{"t_start": 1615009006.4983943, "env_id": "NovelGridworld-v0"}
r,l,t
43,8,373.255155
43,8,373.264366
46,5,373.281989
41,10,373.291016
46,5,373.296135
48,3,373.300122
47,4,373.305265
41,10,373.316903
43,8,373.327389
35,16,373.351271
47,4,373.357833
45,6,373.368003
49,2,373.372017
50,1,373.374535
48,3,373.379559
-259,310,373.833386
46,5,373.84077
45,6,373.849035
49,2,373.853258
50,1,373.870118
45,6,373.875449
49,2,373.877564
45,6,373.882818
44,7,373.889039
50,1,373.890784
45,6,373.897516
46,5,373.904057
-92,143,374.117104
47,4,374.123289
44,7,374.131943
49,2,374.135404
38,13,374.1699
50,1,374.171275
45,6,374.176908
43,8,374.184996
49,2,374.187672
48,3,374.192054
47,4,374.21644
50,1,374.218119
40,11,374.230787
48,3,374.233774
46,5,374.238255
45,6,374.243654
50,1,374.245026
49,2,374.247245
46,5,374.252283
46,5,374.257708
31,20,374.282052
45,6,374.291259
42,9,374.315412
47,4,374.319149
44,7,374.325916
45,6,374.332175
47,4,374.337302
44,7,374.345689
44,7,374.355062
41,10,374.370033
47,4,374.374452
47,4,374.40341
48,3,374.406796
48,3,374.41041
49,2,374.412885
45,6,374.419386
48,3,374.42266
49,2,374.424725
49,2,374.42688
48,3,374.429992
43,8,374.43758
44,7,374.443698
44,7,374.449559
44,7,374.466902
48,3,374.469863
49,2,374.471968
41,10,374.480994
47,4,374.485266
-2,53,374.549535
46,5,374.576842
47,4,374.58224
46,5,374.588742
40,11,374.615908
43,8,374.623378
44,7,374.629865
49,2,374.632029
42,9,374.639979
42,9,374.647675
47,4,374.651531
50,1,374.652944
50,1,374.654474
44,7,374.661931
45,6,374.6687
46,5,374.675079
50,1,374.677121
46,5,374.684329
45,6,374.694433
48,3,374.699975
44,7,374.712732
44,7,374.72527
42,9,374.750947
43,8,374.77626
48,3,374.779994
45,6,374.786766
43,8,374.797014
50,1,374.799311
50,1,374.801633
45,6,374.811387
49,2,374.814903
23,28,374.843039
48,3,374.847924
41,10,374.858665
50,1,374.86009
45,6,374.865339
42,9,374.872795
40,11,374.892036
50,1,374.893353
48,3,374.89621
47,4,374.900283
44,7,374.906268
46,5,374.910859
47,4,374.914448
46,5,374.918842
50,1,374.92011
43,8,374.952724
46,5,374.957249
45,6,374.962463
47,4,374.96613
46,5,374.970563
45,6,374.976128
50,1,374.977703
49,2,374.980581
47,4,374.984989
44,7,374.991366
44,7,374.997864
48,3,375.000782
48,3,375.003717
35,16,375.033118
44,7,375.039292
43,8,375.046065
41,10,375.055636
46,5,375.060918
46,5,375.066494
44,7,375.074286
46,5,375.080359
45,6,375.087509
43,8,375.112801
46,5,375.11818
45,6,375.124736
46,5,375.13133
48,3,375.135748
46,5,375.143311
42,9,375.165733
40,11,375.175148
48,3,375.178079
45,6,375.184215
47,4,375.188692
49,2,375.191273
46,5,375.1968
50,1,375.198489
46,5,375.204119
44,7,375.214015
50,1,375.216165
49,2,375.219209
50,1,375.221054
47,4,375.226625
43,8,375.237028
40,11,375.253736
49,2,375.256668
34,17,375.290596
47,4,375.294922
45,6,375.312648
49,2,375.315469
44,7,375.32202
48,3,375.32526
47,4,375.330614
50,1,375.332549
48,3,375.3369
47,4,375.343287
41,10,375.355478
50,1,375.356893
44,7,375.362906
49,2,375.364901
46,5,375.369549
44,7,375.377006
40,11,375.38898
47,4,375.394193
49,2,375.39746
47,4,375.403512
41,10,375.414571
42,9,375.437243
48,3,375.440378
50,1,375.441716
-695,746,376.427561
47,4,376.434687
46,5,376.44304
40,11,376.459919
46,5,376.467209
49,2,376.47029
48,3,376.474471
50,1,376.476402
48,3,376.481607
47,4,376.507066
49,2,376.509442
41,10,376.530867
50,1,376.532238
37,14,376.545118
47,4,376.550284
47,4,376.555343
47,4,376.559911
45,6,376.566431
45,6,376.573605
48,3,376.57815
43,8,376.590333
45,6,376.600464
44,7,376.61029
47,4,376.615981
48,3,376.621242
49,2,376.625206
46,5,376.631418
41,10,376.639311
40,11,376.649228
49,2,376.665301
47,4,376.669074
48,3,376.671926
43,8,376.680613
50,1,376.703048
48,3,376.70692
41,10,376.717963
41,10,376.730911
44,7,376.740937
49,2,376.74431
44,7,376.754805
50,1,376.7568
49,2,376.759786
46,5,376.766591
47,4,376.772608
47,4,376.778418
46,5,376.785719
47,4,376.791398
46,5,376.798558
50,1,376.800962
39,12,376.818192
46,5,376.839294
45,6,376.844673
43,8,376.852498
46,5,376.857812
48,3,376.861454
44,7,376.869627
41,10,376.881494
50,1,376.883584
48,3,376.906973
45,6,376.912485
48,3,376.915416
48,3,376.918272
48,3,376.921872
48,3,376.925662
42,9,376.936207
50,1,376.93871
50,1,376.94116
50,1,376.943629
47,4,376.949983
43,8,376.959885
40,11,376.972641
45,6,376.991882
49,2,376.994063
42,9,377.001547
39,12,377.014767
42,9,377.026258
47,4,377.031947
47,4,377.03849
46,5,377.046083
43,8,377.058136
46,5,377.06288
43,8,377.070113
49,2,377.092162
46,5,377.098152
46,5,377.104119
43,8,377.114146
43,8,377.122768
45,6,377.141327
48,3,377.144453
48,3,377.147764
46,5,377.153553
45,6,377.160128
43,8,377.16886
48,3,377.173442
-293,344,377.673476
47,4,377.67896
39,12,377.695253
47,4,377.701899
42,9,377.729066
48,3,377.732062
44,7,377.738875
43,8,377.748115
44,7,377.758205
46,5,377.763458
46,5,377.768084
43,8,377.775878
49,2,377.779059
46,5,377.785373
47,4,377.790385
46,5,377.796618
47,4,377.802602
47,4,377.808566
50,1,377.811011
43,8,377.821546
46,5,377.845518
27,24,377.880887
48,3,377.884723
47,4,377.889765
47,4,377.894784
47,4,377.899913
44,7,377.908664
45,6,377.916486
47,4,377.922027
49,2,377.925631
45,6,377.934734
42,9,377.949498
46,5,377.956821
50,1,377.958557
47,4,377.963063
40,11,377.975552
50,1,377.977461
43,8,377.987396
49,2,377.990923
46,5,377.998134
45,6,378.017149
45,6,378.022738
46,5,378.046336
47,4,378.050471
45,6,378.056874
47,4,378.061415
45,6,378.068324
48,3,378.072343
40,11,378.086302
40,11,378.103381
48,3,378.109461
49,2,378.113284
47,4,378.120218
40,11,378.136168
48,3,378.141877
47,4,378.148228
46,5,378.155423
46,5,378.161372
48,3,378.165226
43,8,378.18679
47,4,378.190983
45,6,378.197361
40,11,378.210289
47,4,378.216693
38,13,378.256782
49,2,378.259297
46,5,378.264749
46,5,378.271047
50,1,378.273002
47,4,378.277451
39,12,378.288785
47,4,378.292956
44,7,378.299047
48,3,378.301858
46,5,378.306108
48,3,378.308946
44,7,378.327285
47,4,378.33112
50,1,378.33256
43,8,378.340395
48,3,378.343897
50,1,378.345715
45,6,378.353944
38,13,378.36793
47,4,378.372185
47,4,378.377509
46,5,378.384449
47,4,378.39046
43,8,378.402277
49,2,378.406348
47,4,378.4331
49,2,378.435735
44,7,378.443
45,6,378.450677
50,1,378.453171
45,6,378.460884
39,12,378.486873
46,5,378.491239
47,4,378.495356
49,2,378.497858
43,8,378.505765
31,20,378.530792
45,6,378.538386
48,3,378.542585
50,1,378.544697
41,10,378.558452
44,7,378.565875
50,1,378.567473
47,4,378.572114
48,3,378.575893
46,5,378.581913
46,5,378.588188
40,11,378.62317
46,5,378.639528
46,5,378.644156
46,5,378.649015
48,3,378.652912
48,3,378.656501
42,9,378.66609
49,2,378.669005
14,37,378.722037
40,11,378.739276
47,4,378.746336
49,2,378.750589
41,10,378.762149
44,7,378.782656
45,6,378.787953
48,3,378.791364
48,3,378.794648
41,10,378.824535
45,6,378.830953
48,3,378.834326
50,1,378.835823
46,5,378.841064
34,17,378.864888
49,2,378.868441
47,4,378.87501
42,9,378.886806
46,5,378.894641
45,6,378.903981
49,2,378.907472
42,9,378.917492
43,8,378.941391
46,5,378.946158
48,3,378.949209
50,1,378.950882
44,7,378.958414
45,6,378.965198
42,9,378.976499
23,28,379.034019
46,5,379.040098
47,4,379.044066
45,6,379.050098
48,3,379.05463
41,10,379.06612
42,9,379.078007
46,5,379.101436
41,10,379.110244
48,3,379.113906
42,9,379.1235
43,8,379.133632
41,10,379.147019
48,3,379.151608
44,7,379.160978
45,6,379.16889
46,5,379.17623
46,5,379.183833
45,6,379.192228
46,5,379.199571
50,1,379.220514
46,5,379.225423
47,4,379.229607
40,11,379.256985
40,11,379.266599
43,8,379.273971
43,8,379.282994
47,4,379.288426
43,8,379.299721
43,8,379.312574
41,10,379.327622
41,10,379.345814
27,24,379.375748
41,10,379.404539
45,6,379.410277
36,15,379.443759
47,4,379.449044
40,11,379.461776
49,2,379.463845
39,12,379.474723
48,3,379.478409
50,1,379.480163
45,6,379.487415
46,5,379.49414
43,8,379.506354
46,5,379.515404
44,7,379.528058
39,12,379.545717
48,3,379.564791
49,2,379.567034
40,11,379.576233
47,4,379.580046
41,10,379.591816
46,5,379.598918
42,9,379.631618
41,10,379.643717
49,2,379.646811
43,8,379.656434
49,2,379.658641
45,6,379.66463
47,4,379.669959
48,3,379.674251
42,9,379.685588
43,8,379.694532
50,1,379.696216
46,5,379.718508
49,2,379.720835
50,1,379.72223
42,9,379.730154
50,1,379.731593
44,7,379.738651
45,6,379.745688
50,1,379.74752
50,1,379.749539
42,9,379.760983
50,1,379.763024
48,3,379.767916
49,2,379.771796
47,4,379.778542
45,6,379.786145
48,3,379.789611
40,11,379.823993
39,12,379.837812
43,8,379.849346
49,2,379.853223
49,2,379.856872
46,5,379.862056
45,6,379.881964
44,7,379.887989
42,9,379.896777
46,5,379.902584
49,2,379.905333
47,4,379.911015
43,8,379.922296
48,3,379.927318
45,6,379.937552
47,4,379.943146
46,5,379.949385
50,1,379.951748
45,6,379.960072
41,10,379.970702
47,4,379.975908
48,3,379.980527
47,4,379.986843
45,6,379.996198
39,12,380.044806
48,3,380.047819
44,7,380.054971
44,7,380.062241
48,3,380.06594
48,3,380.070046
43,8,380.080343
45,6,380.088491
50,1,380.090765
50,1,380.092908
43,8,380.105214
47,4,380.112084
45,6,380.120998
45,6,380.130265
48,3,380.135273
50,1,380.137404
45,6,380.145891
46,5,380.153689
41,10,380.163692
11,40,380.230875
48,3,380.234658
44,7,380.243182
42,9,380.256112
46,5,380.262153
47,4,380.266326
45,6,380.273161
43,8,380.283579
45,6,380.292416
50,1,380.294697
50,1,380.297095
47,4,380.303646
45,6,380.313583
45,6,380.32382
46,5,380.346851
46,5,380.351539
42,9,380.359917
45,6,380.365632
44,7,380.372861
49,2,380.375771
47,4,380.380728
47,4,380.386442
46,5,380.39388
40,11,380.428736
41,10,380.4396
45,6,380.447855
49,2,380.451339
50,1,380.454077
43,8,380.462981
44,7,380.46908
50,1,380.470623
44,7,380.479022
47,4,380.484159
34,17,380.512186
49,2,380.514612
44,7,380.523344
44,7,380.532866
47,4,380.539171
43,8,380.550421
41,10,380.564332
46,5,380.570142
47,4,380.574893
43,8,380.584268
46,5,380.610693
50,1,380.612811
47,4,380.617716
43,8,380.627775
45,6,380.636593
46,5,380.660253
44,7,380.666384
50,1,380.667889
46,5,380.67329
46,5,380.678699
46,5,380.685123
46,5,380.692333
-1897,1948,383.424046
46,5,383.433649
45,6,383.445176
47,4,383.450882
44,7,383.460428
48,3,383.478434
44,7,383.484574
45,6,383.490536
37,14,383.524489
47,4,383.529
48,3,383.532784
47,4,383.537908
42,9,383.548861
44,7,383.559415
45,6,383.566699
44,7,383.57473
49,2,383.577753
43,8,383.587942
47,4,383.594558
47,4,383.600814
46,5,383.607488
48,3,383.612175
50,1,383.614544
48,3,383.619675
45,6,383.640726
50,1,383.642036
43,8,383.648748
44,7,383.655133
49,2,383.657941
48,3,383.661335
49,2,383.663841
47,4,383.667836
42,9,383.676089
47,4,383.681297
47,4,383.686409
44,7,383.715591
41,10,383.725328
48,3,383.728451
46,5,383.733707
47,4,383.738727
42,9,383.74983
48,3,383.754347
50,1,383.756965
48,3,383.761655
49,2,383.764136
47,4,383.767782
49,2,383.781721
46,5,383.786243
40,11,383.796494
47,4,383.801
44,7,383.809274
45,6,383.817572
39,12,383.835098
46,5,383.840808
45,6,383.847835
48,3,383.852885
48,3,383.858084
48,3,383.861841
47,4,383.866272
45,6,383.872762
50,1,383.874652
48,3,383.896838
49,2,383.899247
48,3,383.902181
46,5,383.906774
48,3,383.909725
41,10,383.933424
48,3,383.936378
50,1,383.937738
48,3,383.940795
44,7,383.949122
43,8,383.959233
47,4,383.965225
41,10,383.979091
48,3,383.983725
50,1,383.98586
50,1,383.988322
44,7,383.999132
41,10,384.013287
45,6,384.02263
44,7,384.032937
50,1,384.035052
47,4,384.041203
49,2,384.045065
47,4,384.05196
49,2,384.057082
39,12,384.072312
46,5,384.090728
45,6,384.114759
40,11,384.124325
45,6,384.13159
50,1,384.133514
44,7,384.143169
44,7,384.152579
49,2,384.156107
41,10,384.166371
47,4,384.171231
40,11,384.184942
50,1,384.187221
42,9,384.19868
46,5,384.205087
41,10,384.218557
43,8,384.242698
-349,400,384.819248
24,27,384.866222
48,3,384.869936
38,13,384.885936
48,3,384.890902
46,5,384.899083
49,2,384.903159
50,1,384.905837
44,7,384.915953
47,4,384.922187
46,5,384.930948
46,5,384.939584
45,6,384.946326
43,8,384.954994
50,1,384.95694
45,6,384.964606
44,7,384.985986
43,8,384.992751
41,10,385.003769
44,7,385.012588
47,4,385.018884
48,3,385.023961
40,11,385.061202
44,7,385.068501
43,8,385.07669
47,4,385.082136
42,9,385.093831
46,5,385.102024
49,2,385.106218
44,7,385.117021
45,6,385.125575
43,8,385.149439
46,5,385.153896
46,5,385.158276
40,11,385.167999
50,1,385.169631
50,1,385.171205
48,3,385.174658
50,1,385.176567
47,4,385.18127
45,6,385.18814
1,50,385.269999
45,6,385.277496
34,17,385.30885
41,10,385.320262
50,1,385.322494
48,3,385.327917
50,1,385.33034
50,1,385.332734
45,6,385.341028
39,12,385.352716
35,16,385.36897
49,2,385.371898
40,11,385.386661
47,4,385.393134
44,7,385.403325
45,6,385.412284
46,5,385.420977
45,6,385.459832
42,9,385.46895
43,8,385.478059
33,18,385.50362
50,1,385.506362
38,13,385.526315
45,6,385.535912
44,7,385.545208
45,6,385.551766
48,3,385.555386
46,5,385.562301
47,4,385.568434
46,5,385.576567
42,9,385.590536
47,4,385.609449
45,6,385.614576
43,8,385.621937
40,11,385.634136
47,4,385.659842
45,6,385.666245
48,3,385.669647
47,4,385.67483
43,8,385.685257
48,3,385.689982
45,6,385.697921
45,6,385.706156
50,1,385.708323
47,4,385.714316
50,1,385.716545
49,2,385.720349
44,7,385.731629
45,6,385.740864
42,9,385.75148
44,7,385.77192
49,2,385.773952
50,1,385.775211
47,4,385.779669
45,6,385.786549
49,2,385.7892
41,10,385.802431
44,7,385.811851
41,10,385.825125
42,9,385.838529
41,10,385.866232
40,11,385.87635
45,6,385.882861
35,16,385.902302
47,4,385.922951
48,3,385.925913
49,2,385.928038
45,6,385.934878
47,4,385.939503
44,7,385.946987
47,4,385.951231
47,4,385.955847
44,7,385.964163
49,2,385.967417
46,5,385.973817
47,4,385.979849
49,2,385.982662
48,3,385.986145
43,8,385.993257
44,7,385.999317
46,5,386.004704
49,2,386.007319
48,3,386.010904
49,2,386.013455
50,1,386.015307
47,4,386.046662
47,4,386.050867
41,10,386.072823
44,7,386.07925
44,7,386.085556
50,1,386.086932
33,18,386.106971
44,7,386.117305
47,4,386.123577
45,6,386.131554
49,2,386.135132
43,8,386.147123
41,10,386.160275
50,1,386.162191
44,7,386.171413
44,7,386.181659
42,9,386.194195
40,11,386.221113
39,12,386.249793
38,13,386.261142
47,4,386.26562
41,10,386.277015
43,8,386.287666
35,16,386.301953
41,10,386.310297
46,5,386.314968
48,3,386.318317
38,13,386.348104
50,1,386.349512
44,7,386.355779
48,3,386.35886
46,5,386.363848
50,1,386.365612
36,15,386.380924
45,6,386.389094
41,10,386.42092
41,10,386.432418
45,6,386.440832
47,4,386.447809
40,11,386.459522
47,4,386.465522
47,4,386.471691
47,4,386.478656
39,12,386.50933
43,8,386.516539
40,11,386.526393
50,1,386.527795
46,5,386.53293
47,4,386.537635
46,5,386.544758
46,5,386.551274
42,9,386.562328
34,17,386.583179
44,7,386.614114
42,9,386.62396
44,7,386.632907
47,4,386.638838
48,3,386.643533
36,15,386.670083
34,17,386.688508
45,6,386.697849
44,7,386.706804
39,12,386.722574
45,6,386.732478
49,2,386.736649
40,11,386.753846
41,10,386.766519
49,2,386.769981
46,5,386.777603
40,11,386.822164
46,5,386.827515
43,8,386.83645
50,1,386.838353
44,7,386.847286
49,2,386.850058
49,2,386.852545
43,8,386.860306
44,7,386.868686
39,12,386.884749
42,9,386.897394
45,6,386.904337
49,2,386.907102
35,16,386.928268
50,1,386.930602
46,5,386.938368
47,4,386.94531
39,12,386.970022
48,3,386.973469
33,18,387.010486
43,8,387.018464
49,2,387.02143
50,1,387.023261
45,6,387.030087
42,9,387.040931
45,6,387.04899
39,12,387.064602
49,2,387.068282
48,3,387.072798
47,4,387.078773
47,4,387.085404
49,2,387.089316
46,5,387.09645
44,7,387.120914
40,11,387.130594
38,13,387.144875
46,5,387.151094
49,2,387.154011
34,17,387.174395
43,8,387.205367
40,11,387.215787
48,3,387.219922
46,5,387.226492
47,4,387.231966
46,5,387.239612
47,4,387.244784
50,1,387.246515
50,1,387.24807
34,17,387.277242
50,1,387.278801
44,7,387.285626
41,10,387.297146
49,2,387.300513
38,13,387.318038
46,5,387.32649
41,10,387.342347
48,3,387.346684
34,17,387.361912
43,8,387.391007
36,15,387.421891
36,15,387.434522
43,8,387.443405
45,6,387.450229
24,27,387.478141
38,13,387.49692
49,2,387.501284
46,5,387.50897
42,9,387.522797
44,7,387.533344
47,4,387.540605
41,10,387.56758
33,18,387.604312
43,8,387.613044
43,8,387.623542
42,9,387.634809
46,5,387.64116
48,3,387.645087
39,12,387.656375
50,1,387.658244
40,11,387.671637
38,13,387.688323
43,8,387.714615
49,2,387.716818
28,23,387.739709
45,6,387.74676
49,2,387.74935
50,1,387.751121
50,1,387.752847
42,9,387.782621
42,9,387.793095
47,4,387.798334
40,11,387.812189
43,8,387.822701
38,13,387.836312
46,5,387.844148
42,9,387.866935
49,2,387.869159
36,15,387.882714
46,5,387.888003
36,15,387.906432
49,2,387.909919
39,12,387.928325
50,1,387.930865
47,4,387.937863
46,5,387.946322
48,3,387.970277
36,15,387.985077
46,5,387.99131
48,3,387.995423
47,4,388.000698
47,4,388.020704
49,2,388.023027
47,4,388.026584
38,13,388.039381
47,4,388.044981
42,9,388.054077
44,7,388.062025
32,19,388.086574
44,7,388.096867
44,7,388.106763
49,2,388.110322
46,5,388.118387
50,1,388.120757
45,6,388.130015
47,4,388.136948
41,10,388.178851
47,4,388.183194
48,3,388.186501
39,12,388.197443
49,2,388.20153
43,8,388.210387
44,7,388.216865
46,5,388.221429
48,3,388.224364
44,7,388.23027
50,1,388.23165
47,4,388.235577
39,12,388.254688
47,4,388.258276
45,6,388.263497
44,7,388.270334
32,19,388.304645
50,1,388.306031
43,8,388.313542
41,10,388.32374
43,8,388.351828
45,6,388.357934
34,17,388.377147
35,16,388.400053
38,13,388.42069
48,3,388.426909
37,14,388.459028
47,4,388.463026
47,4,388.466955
44,7,388.473679
44,7,388.480133
46,5,388.485373
40,11,388.498322
46,5,388.505563
50,1,388.507653
36,15,388.549665
47,4,388.554136
45,6,388.561278
37,14,388.579064
50,1,388.581302
47,4,388.587971
42,9,388.601709
42,9,388.625586
45,6,388.631322
50,1,388.632805
46,5,388.639018
48,3,388.643781
42,9,388.655872
44,7,388.665237
49,2,388.668988
48,3,388.674227
43,8,388.683636
50,1,388.685462
48,3,388.689839
44,7,388.699939
47,4,388.706438
47,4,388.713634
48,3,388.719369
45,6,388.729944
48,3,388.756958
45,6,388.762484
41,10,388.771888
49,2,388.774936
48,3,388.791565
46,5,388.796394
43,8,388.804602
38,13,388.821744
42,9,388.834393
47,4,388.839395
48,3,388.845577
43,8,388.855758
38,13,388.873072
44,7,388.882314
46,5,388.889409
43,8,388.901015
44,7,388.910484
50,1,388.912448
40,11,388.943486
46,5,388.966567
49,2,388.969188
49,2,388.97183
47,4,388.97651
43,8,388.985935
42,9,388.996761
47,4,389.002121
46,5,389.009649
47,4,389.015864
50,1,389.01796
45,6,389.025529
41,10,389.039165
49,2,389.043269
41,10,389.05601
50,1,389.057391
41,10,389.066862
35,16,389.101207
48,3,389.104114
49,2,389.106286
48,3,389.108976
45,6,389.114115
45,6,389.120986
43,8,389.130357
44,7,389.160042
49,2,389.162203
47,4,389.166226
46,5,389.171618
43,8,389.179771
44,7,389.187956
46,5,389.195679
43,8,389.204717
43,8,389.213932
50,1,389.215486
45,6,389.222319
46,5,389.226667
42,9,389.247373
40,11,389.2564
47,4,389.264026
41,10,389.275693
40,11,389.285089
49,2,389.287576
47,4,389.291827
47,4,389.296272
47,4,389.301336
44,7,389.309801
50,1,389.334233
47,4,389.338573
50,1,389.34013
47,4,389.346809
46,5,389.352977
44,7,389.359749
46,5,389.365674
48,3,389.369659
43,8,389.393473
40,11,389.402874
41,10,389.413382
41,10,389.424999
46,5,389.432
47,4,389.438193
48,3,389.44299
47,4,389.44995
45,6,389.456819
44,7,389.464795
48,3,389.469354
41,10,389.483316
46,5,389.491293
47,4,389.498239
48,3,389.503919
48,3,389.508814
46,5,389.535575
50,1,389.5372
46,5,389.557825
46,5,389.562591
50,1,389.563944
50,1,389.565263
49,2,389.567402
50,1,389.568799
43,8,389.5762
49,2,389.57904
50,1,389.580826
46,5,389.587099
43,8,389.597876
41,10,389.613274
41,10,389.628152
50,1,389.63044
48,3,389.635194
46,5,389.644415
46,5,389.650099
40,11,389.659217
46,5,389.663862
45,6,389.670674
43,8,389.679675
39,12,389.704659
48,3,389.707597
50,1,389.708929
45,6,389.735218
49,2,389.737964
48,3,389.741409
44,7,389.74843
41,10,389.757915
43,8,389.766348
45,6,389.774497
20,31,389.816541
44,7,389.828482
39,12,389.857948
45,6,389.863029
50,1,389.864375
45,6,389.870033
37,14,389.884861
47,4,389.890221
44,7,389.898972
30,21,389.94229
50,1,389.944355
41,10,389.953673
45,6,389.959493
49,2,389.961689
39,12,389.976471
47,4,389.990715
50,1,389.99204
42,9,389.999265
50,1,390.00058
46,5,390.005827
47,4,390.010347
46,5,390.015309
46,5,390.020715
45,6,390.026819
35,16,390.040552
48,3,390.044457
41,10,390.05462
47,4,390.059557
46,5,390.066021
41,10,390.095745
50,1,390.097485
46,5,390.103143
46,5,390.108765
45,6,390.129569
47,4,390.133269
48,3,390.136158
44,7,390.143691
48,3,390.148207
45,6,390.15499
44,7,390.163004
36,15,390.181704
43,8,390.193059
45,6,390.203276
45,6,390.213939
47,4,390.220853
44,7,390.230963
42,9,390.245777
48,3,390.250093
43,8,390.260767
47,4,390.280619
44,7,390.30396
50,1,390.305547
46,5,390.310753
38,13,390.326142
46,5,390.333494
47,4,390.339622
39,12,390.356793
48,3,390.361492
42,9,390.372807
46,5,390.380277
48,3,390.385149
35,16,390.408659
41,10,390.42285
47,4,390.427724
46,5,390.445537
41,10,390.454174
45,6,390.461513
47,4,390.466731
48,3,390.471354
50,1,390.473405
46,5,390.503087
43,8,390.511519
45,6,390.518787
47,4,390.524064
46,5,390.53118
48,3,390.53616
47,4,390.542189
44,7,390.550733
39,12,390.568777
44,7,390.57869
36,15,390.61093
43,8,390.617777
48,3,390.620896
43,8,390.630487
50,1,390.632364
48,3,390.636369
41,10,390.649414
37,14,390.668785
46,5,390.677875
44,7,390.708542
43,8,390.716472
42,9,390.726325
45,6,390.734187
45,6,390.742787
42,9,390.769663
50,1,390.771152
50,1,390.772545
49,2,390.774646
47,4,390.778224
43,8,390.785942
49,2,390.788976
42,9,390.800076
38,13,390.81784
41,10,390.832904
46,5,390.840671
44,7,390.851192
50,1,390.853529
40,11,390.870495
48,3,390.875677
47,4,390.881452
47,4,390.886714
41,10,390.918772
46,5,390.941522
42,9,390.949244
47,4,390.953735
43,8,390.962483
50,1,390.964221
46,5,390.97181
50,1,390.974279
41,10,390.987963
50,1,390.989383
43,8,390.99669
44,7,391.004552
44,7,391.012518
42,9,391.02199
50,1,391.023849
49,2,391.02672
40,11,391.040316
50,1,391.042453
49,2,391.045811
44,7,391.055753
48,3,391.058773
42,9,391.079452
47,4,391.083248
44,7,391.10691
42,9,391.115512
48,3,391.118908
47,4,391.123651
49,2,391.126647
41,10,391.138106
47,4,391.144396
49,2,391.147891
47,4,391.152658
42,9,391.163236
43,8,391.173768
50,1,391.175758
42,9,391.18731
46,5,391.194976
49,2,391.198808
48,3,391.204647
43,8,391.228639
46,5,391.233222
49,2,391.235403
46,5,391.240714
43,8,391.249368
50,1,391.25123
48,3,391.255623
43,8,391.266949
42,9,391.280183
36,15,391.318945
43,8,391.329274
48,3,391.333995
40,11,391.349699
48,3,391.355305
47,4,391.362891
47,4,391.369294
49,2,391.372415
49,2,391.375374
39,12,391.404539
45,6,391.409727
46,5,391.415048
50,1,391.416752
50,1,391.418428
42,9,391.427915
41,10,391.440611
47,4,391.446812
44,7,391.457934
48,3,391.463711
45,6,391.472787
50,1,391.475017
38,13,391.4968
47,4,391.520244
44,7,391.527694
50,1,391.529535
41,10,391.541033
42,9,391.564611
43,8,391.5715
49,2,391.573616
46,5,391.57887
47,4,391.583612
45,6,391.590869
49,2,391.593939
47,4,391.599609
48,3,391.604236
44,7,391.614235
44,7,391.624893
40,11,391.638758
42,9,391.651978
43,8,391.664959
45,6,391.673921
46,5,391.680808
41,10,391.695705
42,9,391.736321
49,2,391.738797
50,1,391.740583
46,5,391.746251
37,14,391.762759
43,8,391.773951
45,6,391.781909
40,11,391.797373
44,7,391.808056
41,10,391.824256
47,4,391.829761
48,3,391.833593
47,4,391.839286
49,2,391.842876
48,3,391.847632
47,4,391.854068
44,7,391.863414
50,1,391.878336
43,8,391.885449
46,5,391.890033
50,1,391.891737
43,8,391.900344
49,2,391.90305
42,9,391.934546
50,1,391.936664
46,5,391.943861
39,12,391.960342
46,5,391.966756
45,6,391.975546
50,1,391.977823
49,2,391.981291
43,8,391.99278
41,10,392.009163
43,8,392.021788
45,6,392.028875
48,3,392.049868
42,9,392.057706
44,7,392.06449
48,3,392.067684
43,8,392.076118
43,8,392.087128
50,1,392.089491
42,9,392.103227
45,6,392.113089
48,3,392.118833
46,5,392.145048
43,8,392.153424
45,6,392.160301
47,4,392.165782
47,4,392.171504
48,3,392.176629
37,14,392.198391
47,4,392.220361
44,7,392.226593
48,3,392.229627
42,9,392.239159
49,2,392.241644
36,15,392.258744
43,8,392.270706
50,1,392.273197
44,7,392.284244
27,24,392.319157
43,8,392.353483
49,2,392.3562
45,6,392.363847
46,5,392.370605
48,3,392.388217
47,4,392.391925
45,6,392.397251
46,5,392.402244
44,7,392.410516
43,8,392.419769
48,3,392.424131
37,14,392.442258
44,7,392.453363
44,7,392.464716
44,7,392.476592
46,5,392.483856
37,14,392.504435
46,5,392.512371
47,4,392.519207
45,6,392.542179
43,8,392.565196
41,10,392.575438
46,5,392.581031
43,8,392.589979
49,2,392.593262
42,9,392.606148
50,1,392.608479
45,6,392.617695
45,6,392.62695
47,4,392.63306
48,3,392.63824
48,3,392.643442
40,11,392.661814
41,10,392.678883
50,1,392.682024
48,3,392.687328
49,2,392.690068
46,5,392.70918
47,4,392.713319
44,7,392.719563
47,4,392.723463
45,6,392.72999
50,1,392.731629
48,3,392.735771
37,14,392.774849
44,7,392.783416
49,2,392.786357
47,4,392.791602
45,6,392.800174
47,4,392.806618
47,4,392.812928
44,7,392.823017
50,1,392.825325
42,9,392.838545
39,12,392.854389
48,3,392.858956
46,5,392.880863
49,2,392.883051
44,7,392.889194
45,6,392.895043
50,1,392.896873
47,4,392.902194
44,7,392.910751
42,9,392.921908
48,3,392.926871
49,2,392.930356
49,2,392.934253
45,6,392.943863
43,8,392.955818
47,4,392.961882
50,1,392.963616
